作者,作者身分,"標題	",年份,來源出版物名稱,卷,期,論文編號,起始頁碼,結束頁碼,頁碼計數,被引用文獻,DOI,連結,摘要,作者關鍵字,索引關鍵字,通訊地址,原始文獻語言,文獻類型,出版階段,開放取用,來源出版物,EID
"Lin F., Hsieh H.-P., Fang J.-Y.",57205118809;36482807200;57219207600;,A Route-Affecting Region Based Approach for Feature Extraction in Transportation Route Planning,2021,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),12460 LNAI,,,275,290,,3,10.1007/978-3-030-67667-4_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103254437&doi=10.1007%2f978-3-030-67667-4_17&partnerID=40&md5=509cab596e761864cb14ec33793e9927,"Traffic deployment is highly correlated with the quality of life. Current research for passenger flow estimation in transportation route planning focuses on origin-destination matrices (OD) analysis; however, we claim that urban functions and geographical environments around passing area and stations should also be considered because they affect the demand of public transportation. For the route-based demand prediction task, we therefore define route-affecting region (RAR) to model the influential region of routes. Based on the proposed RAR, we further proposed route-based feature extraction approaches along with adopting several regression models to do high accurate inference. Given heterogeneous features and faced with the competitive and transfer effects of existing routes, our proposed RAR-based feature engineering methods are effective for handling and combining dynamic and static data which are high-correlated with passenger volumes. The experiments on bus-ticket data of Tainan and Chicago, with public transit network structures different from each other, show the adaptability and better performance of our proposed RAR-based approach compared to traditional OD-based feature extraction strategies. ? 2021, Springer Nature Switzerland AG.",Deep Neural Network (DNN); Feature engineering; Feature extraction; Origin-destination matrix; Traffic demand,Data mining; Extraction; Feature extraction; Machine learning; Regression analysis; Urban transportation; Accurate inference; Feature engineerings; Geographical environment; Heterogeneous features; Origin-destination matrix; Public transit networks; Public transportation; Region based approach; Transportation routes,"Hsieh, H.-P.; Institute of Computer and Communication Engineering, Taiwan; 電子郵件: hphsieh@mail.ncku.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85103254437
"Liu C.-G., Wu C.-J., Liu I.-H., Wu C.-C., Li J.-S.",8521940300;57289387100;55949898900;57203021669;7410065268;,Security Protection with Dynamic Assigned Address Mechanism in Industrial Control Systems,2020,ACM International Conference Proceeding Series,,,3444716,,,,,10.1145/3440943.3444716,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116642844&doi=10.1145%2f3440943.3444716&partnerID=40&md5=2d0a448b4f8de73b28f017ec43c19ce5,"In recent years, industrial control systems (ICS) are widely used in many occasions, which makes information security of ICS an important issue. This study discusses the communication and management on ICS to make ICS intelligent. We proposed a method to avoid attack of communication, and elaborated the means of our proposed communication in which all communication parties communicate with each other without transmitting IP information. Moreover, as an intelligent ICS, the transmission module we design can detect anomaly in the system and change the transmission rule based on our algorithm, also known as a type of moving target defense. Therefore, we proposed the scheme to improve the transmission security in ICS. The experimental results also show that our scheme can be feasible in ICS. ? 2020 ACM.",Industrial control systems; Intelligent system; IPv6; Moving target defense; Network security,Control systems; Intelligent control; Intelligent systems; Internet protocols; Transmissions; Industrial control systems; Ipv6; Moving target defense; Networks security; Rule based; Security protection; Transmission modules; Transmission security; Network security,,English,Conference Paper,Final,,Scopus,2-s2.0-85116642844
"Liu I.-H., Chang Y.-L., Li J.-S., Liu C.-G.",55949898900;57289563400;7410065268;8521940300;,Differential Privacy Protection with Group Onion Routing based on AI-based URL Classification,2020,ACM International Conference Proceeding Series,,,3444717,,,,,10.1145/3440943.3444717,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116625664&doi=10.1145%2f3440943.3444717&partnerID=40&md5=606a9453c79d580d667c94ec7ce13edf,"Due to the rapid spread of tablet computers, smartphones, and other mobile information devices, wireless communication technology is fully developed and deployed widely. Mobile Internet access has been a main and important way to communicate the world in daily and it privacy protection also catches much attentions. The Onion Router, better known as Tor, is a technique for anonymous communication over internet without regional restrictions for privacy protection. Apart from this, Tor can reach sites that normal search engine cannot search. As the opinion of Tor, the transmitted data has been encrypted layer by layer, just like onion, before it reaching server. Our research proposed a system predicting URL's category with the use of machine learning technique before visiting. According to the category prediction, we represent different privacy level with three kinds of RSA key lengths on onion routing. Depending on various situations, our system can obtain the balance between security and time cost. Hence, our proposed scheme can make onion routing more flexible and efficiently. ? 2020 ACM.",Anonymous transmission; Machine learning; Privacy; Tor; URL classification,Machine learning; Network security; Anonymous transmission; Differential privacies; Mobile information devices; Onion routing; Privacy; Privacy protection; Smart phones; Tablet computer; Tor; URL classification; Search engines,,English,Conference Paper,Final,,Scopus,2-s2.0-85116625664
"Ma H.-S., Huang J.-W.",55969848300;34770477200;,User Preference Translation Model for Recommendation System with Item Influence Diffusion Embedding,2020,"Proceedings of the 2020 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2020",,,9381410,50,54,,1,10.1109/ASONAM49781.2020.9381410,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103692007&doi=10.1109%2fASONAM49781.2020.9381410&partnerID=40&md5=5cabb3e5f74962ec7f6b1baa1ca8cf43,"Recommendation systems which are designed to understand and predict user interest based on user preferences play an important role in the era of information explosion. We propose the item influence embedding which adopts the social influence diffusion concept to model the item relations. We can learn the activation paths in items-item relation graph. In addition, for generating top-k items, most of recommendation systems calculate the similarity between user embedding and embedding of all items. The calculation costs too much time when number of users and items are huge. Therefore, we propose the User Preference Translation Model (UPTM) to recommend the Top-k items based on the language translation technology. UPTM directly generates the recommendation items based on translating the user preference. We can avoid to calculate the similarity of user embedding and item embedding. From the experimental results, UPTM not only outperforms the compared methods but also save the time in real large datasets. ? 2020 IEEE.",Item Influence Embedding; Recommendation Systems; Translation-based Recommendation Model,Large dataset; Recommender systems; Calculation cost; Information explosion; Language translation; Large datasets; Social influence; Top-k items; Translation models; User interests; Embeddings,,English,Conference Paper,Final,,Scopus,2-s2.0-85103692007
"Lee K.-T., Chiou C.-Y., Huang C.-R.",57222290110;57193623969;8313059300;,One-Class Novelty Detection via Sparse Representation with Contrastive Deep Features,2020,"Proceedings - 2020 International Computer Symposium, ICS 2020",,,9358997,61,66,,,10.1109/ICS51289.2020.00022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102208587&doi=10.1109%2fICS51289.2020.00022&partnerID=40&md5=aca2b5b0ae2d664242d02237d00378f5,"We propose a novel one-class novelty detection method by using sparse representation with contrastive deep features. To learn representative deep features from target one- class training data, we generate in-class and pseudo out-of-class training samples at first. Then, shared-weight networks with the contrastive loss are used to learn the contrastive deep features based on the generated training samples. We model the distribution of the learned features of the target class by using sparse dictionary learning. Testing samples are identified based on sparse reconstruction results by using the learned dictionary. The experimental results show the performance of the proposed method is comparable with state-of-the-art methods in the MNIST dataset and outperforms those methods in the CIFAR- 10 dataset. ? 2020 IEEE.",contrastive learning; dictionary learning; one-class classification; one-class novelty detection; sparse representation,Sampling; Learned dictionaries; Novelty detection; One-class training; Sparse dictionaries; Sparse reconstruction; Sparse representation; State-of-the-art methods; Testing samples; Feature extraction,,English,Conference Paper,Final,,Scopus,2-s2.0-85102208587
"Chen J., Chen Y.-W.",7501895484;57222293783;,The Design and Implementation of a Power Management Solution for Smart Glasses,2020,"Proceedings - 2020 International Computer Symposium, ICS 2020",,,9359085,219,224,,,10.1109/ICS51289.2020.00052,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102202955&doi=10.1109%2fICS51289.2020.00052&partnerID=40&md5=8bf022f0b000280f0b3883edc159caf3,"This study investigates the power management issues on smart glasses running Android system in order to develop an effective power management solution for wearable smart devices. While considering that CPU, display device, and WakeLocks are the main sources of power consumption that should be managed on Android platforms, this study focuses on managing the power consumption of CPU on smart glasses. The reason is that, based on the features of smart glasses, the much smaller display device and the potentially less misuse of WakeLock do not seem to be the power drains and, therefore, the supplied power is mostly consumed by CPU. The solution developed in this study is presented in the form of a user app (short for application) of power management in order not to directly modify the system internals of Android and to achieve portability. Its implementation takes advantage of the built-in power management mechanism of Android system in order to achieve its functionalities and uses the technique of dynamic messages to assist users in applying, setting up, and saving the desired power plans. The app works by extending the built-in power management functions of the host Android system and imposes no impact on the built-in power governors. For the purpose of enhancing user experience, customized power plans are built as the preset user defined power plans. The settings in these power plans are derived from measuring the real power consumption in common use cases of smart glasses. Compared to the default built-in power plan of Android system, one of the presettings shows power saving close to 20%. ? 2020 IEEE.",Android; Android app; power governor; power management; Smart glasses; WakeLock,Android (operating system); Display devices; Electric power utilization; Glass; Power management; User experience; Android platforms; Android systems; Design and implementations; Management functions; Management issues; Management mechanisms; Power savings; Smart devices; Electric power system planning,,English,Conference Paper,Final,,Scopus,2-s2.0-85102202955
"Li H.-W., Sou S.-I., Hsieh H.-P.",57215824796;55898483800;36482807200;,Room-based Playlist Arrangement System using Group Recommendation,2020,"Proceedings - 2020 International Computer Symposium, ICS 2020",,,9359025,50,54,,1,10.1109/ICS51289.2020.00020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102198967&doi=10.1109%2fICS51289.2020.00020&partnerID=40&md5=b8b45e5157728d26dcf11a2e0855e1f9,"In a room-based environment, to arrange music to meet the preferences of people with uncertain presence, we propose a playlist arrangement system based on group recommendation by singular value decomposition. In group recommendation, we consider uncertain groups with three time-related definitions, historical, current, and predicted presence, enabling the system to provide more diverse playlists. The performance of system is experimented with synthesis data from two real-world datasets. In the pre-processing of data, simulation of time period for location domain dataset and conversion from implicit data to ratings for music domain dataset are used to obtain data needed. The result shows that the proposed system performs well upon providing music with high rating than popular music. ? 2020 IEEE.",collaborative filtering; Group recommendation; music domain; singular value decomposition,Singular value decomposition; Group recommendations; Performance of systems; Popular music; Pre-processing of data; Real-world datasets; Time-periods; Data handling,,English,Conference Paper,Final,,Scopus,2-s2.0-85102198967
"Chen Y.-L., Ssu K.-F., Chang Y.-J.",57222293673;6602633782;57190983606;,Real-time Transfers for Improving Efficiency of Ridesharing Services in the Environment with Connected and Self-driving Vehicles,2020,"Proceedings - 2020 International Computer Symposium, ICS 2020",,,9359020,165,170,,,10.1109/ICS51289.2020.00041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102197645&doi=10.1109%2fICS51289.2020.00041&partnerID=40&md5=6027d679210317f7f4e231eb91982236,"Current ridesharing services typically support one-hop delivery. With potential vehicle transfers, the ridesharing efficiency can be enhanced. This paper develops a real-time transfer approach based on a centralized pubic taxicab scheduling system. The approach can improve the traffic efficiency by leveraging real-time trajectory information of vehicles maintained in the system. The system can search for a suitable location for the passenger who could be transferred, and calculate the subsequent routes for original and transfer taxicabs. The simulation results based on the road networks of Midtown Manhattan demonstrate the effectiveness of the developed scheme compared to the transfer-disallowed scheme. Several passengers can be transferred to other vehicles to save more travel time and travel distance. Taxicabs on the roads can be used more efficiently. ? 2020 IEEE.",carpooling; multi-hop ridesharing; self-driving; transfer problem,Autonomous vehicles; Efficiency; Travel time; Improving efficiency; Real-time trajectories; Real-time transfer; Road network; Scheduling systems; Self drivings; Traffic efficiency; Travel distance; Taxicabs,,English,Conference Paper,Final,,Scopus,2-s2.0-85102197645
"Chen S.-H., Sou S.-I., Hsieh H.-P.",57215818159;55898483800;36482807200;,HPCF: Hybrid Music Group Recommendation System based on Item Popularity and Collaborative Filtering,2020,"Proceedings - 2020 International Computer Symposium, ICS 2020",,,9358991,43,49,,1,10.1109/ICS51289.2020.00019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102196325&doi=10.1109%2fICS51289.2020.00019&partnerID=40&md5=c10d4c693802f0d34a6f26ce47ce86f8,"Group recommendation system is designed to pleasure a certain group of people by providing recommendation lists to prevent information overload. This paper proposes HPCF, which combines item popularity and preference of the group members to optimize the quality of recommendation. Evaluation results show that the HPCF outperforms popularity-based methods and Singular Value Decomposition based methods. In our experiments, HPCF scheme improves the accuracy of recommendation by 8.7% to 19.8% in different conditions. ? 2020 IEEE.",collaborative filtering; group recommendation system; hybrid approach; item popularity; music,Collaborative filtering; Singular value decomposition; Evaluation results; Group members; Group recommendation systems; Information overloads; Item popularities; Quality of recommendations; Recommender systems,,English,Conference Paper,Final,,Scopus,2-s2.0-85102196325
"Su K.-M., Liu I.-H., Li J.-S.",57222293460;55949898900;7410065268;,The Risk of Industrial Control System Programmable Logic Controller Default Configurations,2020,"Proceedings - 2020 International Computer Symposium, ICS 2020",,,9359077,443,447,,3,10.1109/ICS51289.2020.00093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102195280&doi=10.1109%2fICS51289.2020.00093&partnerID=40&md5=aa8acc7f791f5fa90564ef7de650f247,"In recent years, many devices in industrial control systems (ICS) equip Ethernet modules for more efficient communication and more fiexible deployment. Many communication protocols of those devices are based on internet protocol, which brings the above benefits but also makes it easier to access by anyone including attackers. In the case of using the factory default configurations, we wii^ demonstrate how to easily modify the programmable logic controllers (PLCs) program through the Integrated Development Environment provided by the manufacturer under the security protection of PLC not set properly and discuss the severity of it. ? 2020 IEEE.",Default Configurations; Ethernet modules; Industrial Control Systems (ICS); Programmable Logic Controller (PLC); Risk,Computer circuits; Controllers; Programmed control systems; Efficient communications; Industrial control systems; Integrated development environment; Security protection; Programmable logic controllers,,English,Conference Paper,Final,,Scopus,2-s2.0-85102195280
"Kuo J.-H., Li Y.-H., Jiau H.C.",57222290811;57222298610;35233681400;,Revealing Coordination Needs from Task Allocation for Team Performance Estimation,2020,"Proceedings - 2020 International Computer Symposium, ICS 2020",,,9359078,491,496,,,10.1109/ICS51289.2020.00102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102194066&doi=10.1109%2fICS51289.2020.00102&partnerID=40&md5=17aa9a07f2999a757df058094b69cc56,"In scrum, the development team is responsible for converting the selected product backlog items of a sprint to a ""done""product increment. In sprint planning, the team develops product functionality to fulfill the selected product backlog items. In order to implement the product functionality, the team plans needed activities and then decomposes the activities into tasks. When dependent tasks are assigned to different developers, there is need for coordination between developers. The needs of coordination are difficult to quantify, however, quantification of the needs of coordination is an important factor to accurately estimate team performance of a sprint. In this paper, a method is proposed to calculate distribution of task dependency among developers, and the distribution is defined as Coordination Needs. An experiment on an open source project, Spring, demonstrates that the Coordination Needs is strongly correlated with team performance. With the method, the Coordination Needs of task allocation is revealed so team performance of a sprint can be accurately estimated, and task allocation can be optimized. ? 2020 IEEE.",coordination; coordination needs; scrum; task allocation; task dependency; team performance estimation,Dependent tasks; Development teams; Open source projects; Task allocation; Task dependencies; Team performance; Human resource management,,English,Conference Paper,Final,,Scopus,2-s2.0-85102194066
"Ye H.-B., Weng H.-Y., Jiau H.C.",57222296796;57222296277;35233681400;,Exploiting Third-party SDK Sensitive Data Leakage,2020,"Proceedings - 2020 International Computer Symposium, ICS 2020",,,9359083,485,490,,,10.1109/ICS51289.2020.00101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102167596&doi=10.1109%2fICS51289.2020.00101&partnerID=40&md5=31530bfc73b1d0adb75861903c6b51bf,"Data leakage is a critical threat to app developers because apps use and reserve a variety of sensitive data collected from users. While using third-party SDK is a common way to build apps, some accessed data may not be perceived by app developers. Therefore, the use of third-party SDKs may cause data leakage. This work proposes a platform named ""WaRning-Awareness Platform""(WRAP). WRAP records profiles of SDKs, and reveals sensitive data accessed by SDKs. To demonstrate the data leakage caused by third-party SDKs, this work conducts a case study with various categories of Android apps. The result of our case study indicates that if app developers do not pay attention to the accessed data, the data would be leaked. ? 2020 IEEE.",data leakage; data security; mobile applications; sensitive data; third-party SDKs,Computer science; Computers; Android apps; Data leakage; Sensitive datas; Third parties; Data privacy,,English,Conference Paper,Final,,Scopus,2-s2.0-85102167596
"Huang S.-H., Liu I.-H.",57220166268;55949898900;,A study of applying computer-assisted language learning to english course for junior college students in Taiwan,2020,"Journal of Robotics, Networking and Artificial Life",7,3,,199,203,,1,10.2991/jrnal.k.200909.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097103748&doi=10.2991%2fjrnal.k.200909.012&partnerID=40&md5=c0165e1dc5348d820c92bdeb366cd212,"This study aims to explore the impact of the integration of computer-assisted language learning into traditional face-to-face English course on the learning effectiveness at Junior college in Taiwan. To achieve the above purpose, this study adopts the pre-experimental design with one-group pretest-posttest design. This study adopts quantitative and qualitative methods for data analysis. The results indicated the application of English blended learning has positive and significant progress on students' English learning effectiveness and learning motivation. ? 2020 The Authors. Published by Atlantis Press B.V. This is an open access article distributed under the CC BY-NC 4.0 license (http://creativecommons.org/licenses/by-nc/4.0/).",Blended learning; Computer-assisted language learning (Call); English course; Learning effectiveness,,"Huang, S.-H.; General Education Center, Gangshan Dist., Taiwan; 電子郵件: helloferny2016@gmail.com",English,Article,Final,,Scopus,2-s2.0-85097103748
"Wu Y.-K., Chen J.",57223112211;7501895484;,The design and implementation of an integrated building environment for android systems,2020,"Proceedings - 2020 International Symposium on Computer, Consumer and Control, IS3C 2020",,,9394138,87,90,,,10.1109/IS3C50286.2020.00030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104843675&doi=10.1109%2fIS3C50286.2020.00030&partnerID=40&md5=bbf95dcdde1b3bba2e0aafca50571760,"In recent years many embedded system products are shipped with Android system installed as their operating systems Building an installable system image file of Android however, is not trivial and there is no graphical user interface (GUI) for the official Android build system. Although quite a lot of guiding information and helpful resources are available in addition to the official documentation provided by Google, it is not uncommon that the building process failed due to some subtle mistakes and the developer felt frustrated. When system customization is desired, such as tailoring the source code or removing some unnecessary modules from the source code, the burden is even greater because the building rules of Android system lack enough flexibility and Android system has become bigger and.noncomplicated during the past years. It is not only very challenging but also very difficult, if not impossible, to implement the desired tailoring without help from certain analysis tools. This paper presents the development of a GUI based integrated building environment for Android. The main goal is to help smoothly and easily build a custom system image of Android via providing GUIs and integrating the functions needed and desirable in carrying out the building process. The contributions of this work mainly include: (1) an approach to analyzing the module dependency of Android source code that helps remove unnecessary modules or features in customizing AnSroid system image; (2) the GUIs that help users easily and quickly build an Android system image; and (3) an integrated building environment that helps achieve building automation of Android. This integrated biulding environment therefore is useful and helpful in building Android system images. ? 2020 IEEE",Android; Android build system; Android platform; Building environment; Embedded software; Embedded system,Computer programming languages; Embedded systems; Graphical user interfaces; Intelligent buildings; Analysis tools; Android systems; Building automation; Building process; Design and implementations; Graphical user interfaces (GUI); Guiding information; Integrated buildings; Android (operating system),,English,Conference Paper,Final,,Scopus,2-s2.0-85104843675
"Lin F., Hsieh H.-P.",57205118809;36482807200;,A goal-prioritized algorithm for additional route deployment on existing mass transportation system,2020,"Proceedings - IEEE International Conference on Data Mining, ICDM",2020-November,,9338323,1130,1135,,2,10.1109/ICDM50108.2020.00137,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100893989&doi=10.1109%2fICDM50108.2020.00137&partnerID=40&md5=8c51ee18a52fda7a5c9be9bcecff36ea,"Multi-criteria path planning is an important combinatorial optimization problem with broad real-world applications. Finding the Pareto-optimal set of paths ideal for all requiring features is time-consuming and unclear to obtain the subset of optimal paths efficiently for multiple origin states in the planning space. Meanwhile, due to the rise of deep learning, hybrid systems of computational intelligence thrive in recent years. When facing non-monotonic data or heuristics derived from pre-trained neural networks, most of the existing methods for the one-to-all path problem fail to find an ideal solution. We employ Gaussian mixture model to propose a target-prioritized searching algorithm called Multi-Source Bidirectional Gaussian-Prioritized Spanning Tree (BiasSpan) in solving this non-monotonic multi-criteria route planning problem given constraints including range, must-visit vertices, and the number of recommended vertices. Experimental results on mass transportation system in Tainan and Chicago cities show that BiasSpan outperforms comparative methods from 7% to 24% and runs in a reasonable time compared to state-of-art route-planning algorithms. ? 2020 IEEE.",Bidirectional spanning tree; Constrained route planning; Deep Neural Network (DNN); Gaussian mixture model (GMM); Non-monotonicity,Combinatorial optimization; Deep learning; Gaussian distribution; Heuristic methods; Hybrid systems; Intelligent computing; Mass transportation; Pareto principle; Transportation routes; Trees (mathematics); Combinatorial optimization problems; Comparative methods; Gaussian Mixture Model; Ideal solutions; Mass transportation systems; Pareto-optimal sets; Searching algorithms; Trained neural networks; Data mining,,English,Conference Paper,Final,,Scopus,2-s2.0-85100893989
"Liu I.-H., Lo C.-H., Liu T.-C., Li J.-S., Liu C.-G., Li C.-F.",55949898900;57220159699;57220158369;7410065268;8521940300;12243552400;,IDS malicious flow classification,2020,"Journal of Robotics, Networking and Artificial Life",7,2,,103,106,,,10.2991/jrnal.k.200528.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097041801&doi=10.2991%2fjrnal.k.200528.006&partnerID=40&md5=53545a29c402e3ee5cd27eb3b420b8b4,"We will display two different kinds of experiments, which are Network-based Intrusion Detection System (NIDS)-based and dynamic-based analysis shows how artificial intelligence helps us detecting and classify malware. On the NID, we use CICIDS2017 as a research dataset, embedding high dimensional features and find out redundant features in the raw dataset by Random Forest algorithm, reach 99.93% accuracy and 0.3% of the false alert rate. We extract the function calls in malware data by the method proposed in this paper to generate text data. The algorithm n-gram and Term Frequency-Inverse Document Frequency (TF-IDF) are used to process text data, converts them into numeric features, and by another feature selection methods, we reduce the training time, achieve 87.08% accuracy, and save 87.97% training time in dynamic-based analysis. ? 2020 The Authors. Published by Atlantis Press SARL. This is an open access article distributed under the CC BY-NC 4.0 license (http://creativecommons.org/licenses/by-nc/4.0/).",Deep learning; Dynamic analysis; NIDS,,"Li, J.-S.; Department of Electrical Engineering, Taiwan; 電子郵件: jsli@mail.ncku.edu.tw",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85097041801
"Yang J.-F., Lee K.-T., Chen G.-C., Yang W.-J., Yu L.",8938955500;57193133462;57201121126;57203309263;55317632600;,A YCbCr Color Depth Packing Method and its Extension for 3D Video Broadcasting Services,2020,IEEE Transactions on Circuits and Systems for Video Technology,30,9,8794817,3043,3053,,1,10.1109/TCSVT.2019.2934254,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091248745&doi=10.1109%2fTCSVT.2019.2934254&partnerID=40&md5=68059ee4194fedf0f8454931a9596425,"To deliver three-dimension (3D) video services through the current two-dimension (2D) broadcasting systems, the frame compatible packing formats of views with depth maps will be an effective approach. With texture and depth information, the 3D videos with a depth image-based rendering engine can easily support all glasses and glasses-free 3D displays. In this paper, we propose a new YCbCr color depth packing method based on the centralized texture-depth packing (CTDP) formats to deliver effective 3D video services. Simulations show that the CTDP formats with YCbCr color depth packing method can achieve better objective and subjective texture and depth quality than the 2D-plus-depth packing (2DDP) formats. The benefits from using CTDP include light complexity and maturity and wide application of existing video codec. The packing scheme is compatible with any video codecs. Before the 3D-HEVC-based video broadcasting system, the proposed CTDP formats with YCbCr color depth packing method could help to deliver 3D videos in the current 2D broadcasting systems simply and efficiently. ? 1991-2012 IEEE.",frame-compatible stereo packing formats; glasses-free 3D display; texture and depth packing formats; Three dimensional video,Broadcasting; Color; Glass; Image understanding; Textures; Three dimensional computer graphics; Broadcasting systems; Depth image based rendering; Depth information; Effective approaches; Glasses-free 3-D displays; Three dimensions; Two dimensions (2D); Video broadcasting; Three dimensional displays,"Yang, J.-F.; Department of Electrical Engineering, Taiwan; 電子郵件: jefyang@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85091248745
"Lin F., Fang J.-Y., Hsieh H.-P.",57205118809;57219207600;36482807200;,A Gaussian-Prioritized Approach for Deploying Additional Route on Existing Mass Transportation with Neural-Network-Based Passenger Flow Inference,2020,"2020 IEEE Congress on Evolutionary Computation, CEC 2020 - Conference Proceedings",,,9185869,,,,2,10.1109/CEC48606.2020.9185869,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092032799&doi=10.1109%2fCEC48606.2020.9185869&partnerID=40&md5=7d5163d0d11d23aeb47ae050b219cf83,"Multi-criteria path planning is an important combinatorial optimization problem with broad real-world applications. Finding the Pareto-optimal set of paths ideal for all requiring features is time-consuming and unclear to obtain the subset of optimal paths efficiently for multiple origin states in the planning space. Meanwhile, due to the rise of deep learning, hybrid systems of computational intelligence thrive in recent years. When facing non-monotonic data or heuristics derived from pretrained neural networks, most of the existing methods for the oneto-all path problem fail to find an ideal solution. We employ Gaussian mixture model to propose a target-prioritized searching algorithm called Multi-Source Bidirectional Gaussian-Prioritized Spanning Tree (BiasSpan) in solving this non-monotonic multicriteria route planning problem given constraints including range, must-visit vertices, and the number of recommended vertices. Experimental results on mass transportation system in Tainan and Chicago cities show that BiasSpan outperforms comparative methods from 7% to 24% and runs in a reasonable time compared to state-of-art route-planning algorithms. ? 2020 IEEE.",Bidirectional spanning tree; Constrained route planning; Deep Neural Network (DNN); Gaussian mixture model (GMM); Non-monotonicity,Combinatorial optimization; Deep learning; Evolutionary algorithms; Gaussian distribution; Heuristic methods; Hybrid systems; Intelligent computing; Mass transportation; Pareto principle; Transportation routes; Trees (mathematics); Combinatorial optimization problems; Comparative methods; Gaussian Mixture Model; Ideal solutions; Mass transportation systems; Pareto-optimal sets; Passenger flows; Searching algorithms; Neural networks,,English,Conference Paper,Final,,Scopus,2-s2.0-85092032799
"Chien S.-T., Lin F., Tsai C., Hsieh H.-P.",57218836275;57205118809;57218836236;36482807200;,An Efficient Method for Recommending Branch Locations to Reduce the Transportation Distance between Stations and Urban Events,2020,Proceedings - IEEE International Conference on Mobile Data Management,2020-June,,9162255,310,315,,,10.1109/MDM48529.2020.00069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090383213&doi=10.1109%2fMDM48529.2020.00069&partnerID=40&md5=9f96ce44aa3ef185269e8cd30cbaebb5,"Urban areas need to deploy a lot of services and stations. This work considers the issue of establishing new branches for a certain service. Given a number of stations we plan to construct, our goal is to recommend locations as deploy placements and transportation cost could be efficiently reduced by jointly considering road network, existing stations and spatial event data. Our model can be divided into four parts: 1) Adopting DBSCAN clustering method to find hot spots of spatial events. 2) Doing community detection for road network to split the road network to smaller components. 3) Exploiting a refined closeness centrality to identify a good candidate location in each community. 4) Developing a greedy-based distance minimized method to establish stations sequentially. The results show our solution is effective and efficient for a large crime event dataset of Chicago. ? 2020 IEEE.",Clustering; Community Detection; Location Selection; Station Deployment,Highway administration; Information management; Large dataset; Location; Roads and streets; Candidate locations; Closeness centralities; Community detection; DBSCAN clustering; Minimized method; Spatial events; Transportation cost; Transportation distance; Urban transportation,,English,Conference Paper,Final,,Scopus,2-s2.0-85090383213
"Cheng K.-T., Xia N., Lee S.-W., Yang C.-S.",57220057999;57193323080;57208057610;13405682600;,LRSD-BGP : A Software-Defined Routing Framework for Inter-Domain Fast Initial Link Setup,2020,"2020 IEEE International Black Sea Conference on Communications and Networking, BlackSeaCom 2020",,,9234955,,,,,10.1109/BlackSeaCom48709.2020.9234955,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096717218&doi=10.1109%2fBlackSeaCom48709.2020.9234955&partnerID=40&md5=ebeada9ae0f7e5b7057559ba35e0ee63,"In traditional IP networks, border gateway protocol (BGP) serves as the dominant protocol for inter-domain routing information exchange. In a hybrid network with both traditional network domains and software-defined networking (SDN) domains, the simultaneous inter-domain routing information exchange requires collaboration among different autonomous systems (ASes). However, the rigid routing policies of the conventional BGP are sometimes inadequate to meet the demand of applications with low-latency requirements like augmented reality (AR). In this paper, we propose a Latency Reduction Software-Defined BGP (LRSD-BGP) framework to reduce the latency in inter-domain initial link setup. Furthermore, a controller-to-controller (C2C) communication module is designed to accelerate the routing link establishment procedure of inter-domain traffic by pre-allocating and installing routing paths for the AS in the next hop. LRSD-BGP is evaluated in terms of BGP convergence time and first round-trip time (RTT). Experimental results demonstrated that LRSD-BGP can outperform SD-BGP in terms of first RTT even in highly loaded cases. ? 2020 IEEE.",BGP; Hybrid networks; Inter-domain traffic; LRSD-BGP; SDN,Augmented reality; Gateways (computer networks); Information dissemination; Network routing; Autonomous systems; Communication modules; Convergence time; Inter-domain traffic; Interdomain Routing; Latency reduction; Routing frameworks; Software defined networking (SDN); Border Gateway Protocol,,English,Conference Paper,Final,,Scopus,2-s2.0-85096717218
