作者,作者身分,"標題	",年份,來源出版物名稱,卷,期,論文編號,起始頁碼,結束頁碼,頁碼計數,被引用文獻,DOI,連結,摘要,作者關鍵字,索引關鍵字,通訊地址,原始文獻語言,文獻類型,出版階段,開放取用,來源出版物,EID
"Lin C.-J., Lin C.-H.",36065651300;57204857906;,Using an improved differential evolution for scheduling optimization of dual-gantry multi-head surface-mount placement machine,2021,Mathematics,9,16,2016,,,,,10.3390/math9162016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114474976&doi=10.3390%2fmath9162016&partnerID=40&md5=f244055b764ca582d752177b07b533cb,"The difference between dual-gantry and single-gantry surface-mount placement (SMP) machines is that dual-gantry machines exhibit higher complexity and more problems due to their additional gantry robot, such as component allocation and collision. This paper presents algorithms to prescribe the assembly operations of a dual-gantry multi-head surface-mount placement machine. It considers five inter-related problems: (i) component allocation; (ii) automatic nozzle changer assignment; (iii) feeder arrangement; and (iv) pick-and-place sequence; it incorporates a practical restriction related to (v) component height. The paper proposes a solution to each problem: (i) equalizing “workloads” assigned to the gantries, (ii) using quantity ratio method, (iii) using two similarity measurement mechanisms in a modified differential evolution algorithm with a random-key encoding mapping method that addresses component height restriction, (iv) and a combination of nearest-neighbor search and 2-opt method to plan each placing operation. This study reports an experiment that involved the processing of 10 printed circuit boards and compared the performance of a modified differential evolution algorithm with well-known algorithms including differential evolution, particle swarm optimization, and genetic algorithm. The results reveal that the number of picks, moving distance of picking components, and total assembly time with the modified differential evolution algorithm are less than other algorithms. ? 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Differential evolution; Dual gantry; Feeder arrangement; Surface-mount placement machine,,"Lin, C.-J.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: cjlin@ncut.edu.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85114474976
"Yeh Y.-M., Wu P.-Y., Lin P.-C., Su P.-F., Hsu Y.-T., Hsu K.-F., Shen M.-R.",23993147700;31967878400;8678966900;25823485600;57196063360;57154877000;7401466295;,Met mutation is a potential therapeutic target for advanced endometrial cancer,2021,Cancers,13,16,4231,,,,1,10.3390/cancers13164231,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113744175&doi=10.3390%2fcancers13164231&partnerID=40&md5=208c256759ca149f2501abc9b22b7614,"An optimal therapeutic regimen for endometrial cancer with extra-uterine metastasis is unavailable. This study aims to improve our understanding of the genomic landscape of advanced endometrial cancer and identify potential therapeutic targets. The clinical and genomic profiles of 81 patients with stage III or IV endometrial cancer were integrated. To identify genomic aberrations associated with clinical outcomes, Cox proportional hazard regression was used. The impacts of the genomic aberrations were validated in vitro and in vivo. The mutation status of MET, U2AF1, BCL9, PPP2R1A, IDH2, CBL, BTK, and CHEK2 were positively correlated with poor clinical outcomes. MET mutations occurred in 30% of the patients who presented with poor overall survival (hazard ratio, 2.606; 95% confidence interval, 1.167~5.819; adjusted p-value, 0.067). Concurrent MET and KRAS mutations presented with the worst outcomes. MET mutations in hepatocyte growth factor (HGF)-binding (58.1%) or kinase (16.2%) domains resulted in differential HGF-induced c-MET phosphorylation. Different types of MET mutations differentially affected tumor growth and displayed different sensitivities to cisplatin and tyrosine kinase inhibitors. MET N375S mutation is a germline variant that causes chemoresistance to cisplatin, with a high incidence in Eastern Asia. This study highlights the ethnic differences in the biology of the disease, which can influence treatment recommendations and the genome-guided clinical trials of advanced endometrial cancer. ? 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Chemoresistance; Endometrial cancer; Germline variant; MET mutation; Targeted therapy,cisplatin; crizotinib; oligonucleotide; paclitaxel; platinum; scatter factor; advanced cancer; animal experiment; animal model; animal tissue; Article; chemoluminescence; chemotherapy; clinical outcome; controlled study; DNA isolation; endometrium cancer; Escherichia coli; female; genome analysis; genotype; high throughput sequencing; histology; immunohistochemistry; in vivo study; mouse; mutation; nonhuman; overall survival; RNA extraction; site directed mutagenesis; whole exome sequencing; xenograft,"Hsu, K.-F.; Department of Obstetrics and Gynecology, Taiwan; 電子郵件: d5580@mail.ncku.edu.tw
Shen, M.-R.; Department of Obstetrics and Gynecology, Taiwan; 電子郵件: mrshen@mail.ncku.edu.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85113744175
"Lan K.-C., Li C.-W., Cheung Y.",14042014900;57226701160;57226696824;,Slow breathing exercise with multimodal virtual reality: A feasibility study,2021,Sensors,21,16,5462,,,,,10.3390/s21165462,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112389149&doi=10.3390%2fs21165462&partnerID=40&md5=4793c7ac3c24ab6ff1d2c3d70d11639c,"Many studies have shown that slow breathing training is beneficial for human health. However, several factors might discourage beginners from continuing their training. For example, a long training period is generally required for benefit realization, and there is no real-time feedback to trainees to adjust their breathing control strategy. To raise the user’s interest in breathing exercise training, a virtual reality system with multimodal biofeedback is proposed in this work. In our system, a realistic human model of the trainee is provided in virtual reality (VR). At the same time, abdominal movements are sensed, and the breathing rate can be visualized. Being aware of the breathing rate, the trainee can regulate his or her breathing to achieve a slower breathing rate. An additional source of tactile feedback is combined with visual feedback to provide a more immersive experience for the trainees. Finally, the user’s satisfaction with the proposed system is reported through questionnaires. Most of the users find it enjoyable to use such a system for mediation training. ? 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Multimodal biofeedback; Slow breathing training; Virtual reality,"Biofeedback; Feedback; Surveys; Visual communication; Control strategies; Exercise training; Feasibility studies; Real-time feedback; Realistic human models; Tactile feedback; Virtual reality system; Visual feedback; Virtual reality; biofeedback; breathing exercise; breathing rate; feasibility study; female; human; male; virtual reality; Biofeedback, Psychology; Breathing Exercises; Feasibility Studies; Female; Humans; Male; Respiratory Rate; Virtual Reality","Cheung, Y.; Smart Microsystems Technology Center, Taiwan; 電子郵件: JohnCheung@itri.org.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85112389149
"Hsu C.-W., Wang L.-J., Lin P.-Y., Hung C.-F., Yang Y.-H., Chen Y.-M., Kao H.-Y.",57192317501;36612567400;7403225347;36111142200;7409382251;57215579971;35292548600;,Differences in psychiatric comorbidities and gender distribution among three clusters of personality disorders: A nationwide population-based study,2021,Journal of Clinical Medicine,10,15,3294,,,,1,10.3390/jcm10153294,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114068261&doi=10.3390%2fjcm10153294&partnerID=40&md5=76be45597e2aff588d09d25984d05e00,"Personality disorders (PDs) are grouped into clusters A, B, and C. However, whether the three clusters of PDs have differences in comorbid mental disorders or gender distribution is still lacking sufficient evidence. We aim to investigate the distribution pattern across the three clusters of PDs with a population-based cohort study. This study used the Taiwan national database between 1995 and 2013 to examine the data of patients with cluster A PDs, cluster B PDs, or cluster C PDs. We compared the differences of psychiatric comorbidities classified in the Diagnostic and Statistical Manual of Mental Disorders, fifth edition across the three clusters of PDs. Moreover, we formed gender subgroups of the three PDs to observe the discrepancy between male and female. Among the 9845 patients, those with cluster A PDs had the highest proportion of neurodevelopmental disorders, schizophrenia and neurocognitive disorders, those with cluster B PDs demonstrated the largest percentage of bipolar disorders, trauma and stressor disorders, feeding and eating disorders, and substance and addictive disorders, and those with cluster C PDs had the greatest proportion of depressive disorders, anxiety disorders, obsessive–compulsive disorders, somatic symptom disorders, and sleep–wake disorders. The gender subgroups revealed significant male predominance in neurodevelopmental disorders and female predominance in sleep–wake disorders across all three clusters of PDs. Our findings support that some psychiatric comorbidities are more prevalent in specified cluster PDs and that gender differences exist across the three clusters of PDs. These results are an important reference for clinicians who are developing services that target real-world patients with PDs. ? 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Comorbidities; Gender difference; Personality disorders; Population-based,addiction; adult; anxiety disorder; Article; bipolar disorder; cohort analysis; comorbidity; comparative study; controlled study; depression; disorders of higher cerebral function; dissociative disorder; drug dependence; DSM-5; eating disorder; female; gender dysphoria; health service; human; impulse control disorder; incontinence; major clinical study; male; mental disease; obsessive compulsive disorder; paraphilic disorder; personality disorder; population research; posttraumatic stress disorder; psychosomatic disorder; schizophrenia; sex difference; sexual dysfunction; sleep disorder; substance abuse,"Chen, Y.-M.; Department of Psychiatry, Taiwan; 電子郵件: yuming0320@gmail.com
Kao, H.-Y.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: hykao@mail.ncku.edu.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85114068261
"Chang C.-H., Lu Y.-C., Hwang T.",57219735104;57218532843;7202848969;,Measure-resend authenticated semi-quantum key distribution with single photons,2021,Quantum Information Processing,20,8,272,,,,1,10.1007/s11128-021-03090-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113140171&doi=10.1007%2fs11128-021-03090-4&partnerID=40&md5=52847c84ed23b532c2d48343431f56ec,"This paper proposes a new measure-resend ASQKD protocol. The proposed ASQKD protocol uses only single photons, needs fewer pre-shared keys and even provides better qubit efficiency than the state-of-the-art ASQKD protocols. The security proof shows the robustness of the proposed protocol under the collective attack. ? 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Authenticated protocol; Measure-resend; Quantum key distribution; Semi-quantum; Single photon,Photons; Security proofs; Single photons; State of the art; Quantum cryptography,"Hwang, T.; Department of Computer Science and Information Engineering, No. 1, University Rd., Taiwan; 電子郵件: hwangtl@csie.ncku.edu.tw",English,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85113140171
"Hsu C.-W., Tseng P.-T., Tu Y.-K., Lin P.-Y., Hung C.-F., Liang C.-S., Hsieh Y.-Y., Yang Y.-H., Wang L.-J., Kao H.-Y.",57192317501;37085701300;7201525590;7403225347;36111142200;35738822400;57195550830;57326900100;36612567400;35292548600;,Month of birth and mental disorders: A population-based study and validation using global meta-analysis,2021,Acta Psychiatrica Scandinavica,144,2,,153,167,,3,10.1111/acps.13313,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105916554&doi=10.1111%2facps.13313&partnerID=40&md5=04dbea79dcc0d758c083c7515b591b3a,"Objective: Month of birth (MOB) is associated with specified mental disorders (MDs). However, whether these relationships extend to all MDs remains unclear. We investigate the association using a population-based cohort study and a meta-analysis. Methods: First, we examined patients with 34 DSM-5-classified MDs in the Taiwan national database. We estimated the relative risk ratios (RR) of each illness in each MOB relative to that in the general population and assessed the periodicity, with six further sensitivity analyses. Second, we searched PubMed, Embase, and Cochrane for related articles through 31 December 2020. We used a random-effects model, pooled RRs with 95% confidence intervals of each MOB from the identified studies, and transformed them from MOB to relative age in a year or season. Results: The cohort included 1,951,777 patients. Except for posttraumatic stress disorder, dissociative disorders, feeding/eating disorders, gender dysphoria, and paraphilic disorders, the other MDs had significant MOB periodicity. The meta-analysis included 51 studies investigating 10 MDs. The youngest age at the start of school owing to MOB was associated with the highest RRs of intellectual disability (1.13), autism (1.05), attention-deficit/hyperactivity disorder (1.13). Winter births had significant risks of schizophrenia (1.04), bipolar I disorder (1.02), and major depressive disorder (1.01), and autumn births had a significant risk of alcohol use disorder (1.02). No significant associations between season of birth and Alzheimer's disease, or eating disorders were found. Conclusions: MOB is related to the risks of certain MDs. This finding provides a reference for future research on the etiology of MDs. ? 2021 The Authors. Acta Psychiatrica Scandinavica published by John Wiley & Sons Ltd.",mental disorder; meta-analysis; month of birth; population-based,"alcoholism; Article; attention deficit disorder; autism; autumn; bipolar I disorder; birth; disease association; human; intellectual impairment; major depression; mental disease; periodicity; schizophrenia; sensitivity analysis; systematic review; Taiwan; time; winter; attention deficit disorder; bipolar disorder; cohort analysis; major depression; mental disease; meta analysis; schizophrenia; Attention Deficit Disorder with Hyperactivity; Bipolar Disorder; Cohort Studies; Depressive Disorder, Major; Humans; Mental Disorders; Schizophrenia","Kao, H.-Y.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: hykao@mail.ncku.edu.tw
Wang, L.-J.; Department of Child and Adolescent Psychiatry, Taiwan; 電子郵件: wangliangjen@gmail.com",English,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85105916554
"Nazir A., Cheema M.N., Sheng B., Li P., Kim J., Lee T.-Y.",57197130962;57193728030;7004699346;55268425500;55720292700;7501434384;,Living Donor-Recipient Pair Matching for Liver Transplant via Ternary Tree Representation with Cascade Incremental Learning,2021,IEEE Transactions on Biomedical Engineering,68,8,9317846,2540,2551,,2,10.1109/TBME.2021.3050310,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099541122&doi=10.1109%2fTBME.2021.3050310&partnerID=40&md5=8bf81f8f6766614dcc9ddc1660f0560c,"Visual understanding of liver vessels anatomy between the living donor-recipient (LDR) pair can assist surgeons to optimize transplant planning by avoiding non-targeted arteries which can cause severe complications. We propose to visually analyze the anatomical variants of the liver vessels anatomy to maximize similarity for finding a suitable Living Donor-Recipient (LDR) pair. Liver vessels are segmented from computed tomography angiography (CTA) volumes by employing a cascade incremental learning (CIL) model. Our CIL architecture is able to find optimal solutions, which we use to update the model with liver vessel CTA images. A novel ternary tree based algorithm is proposed to map all the possible liver vessel variants into their respective tree topologies. The tree topologies of the recipient's and donor's liver vessels are then used for an appropriate matching. The proposed algorithm utilizes a set of defined vessel tree variants which are updated to maintain the maximum matching options by leveraging the accurate segmentation results of the vessels derived from the incremental learning ability of the CIL. We introduce a novel concept of in-order digital string based comparison to match the geometry of two anatomically varied trees. Experiments through visual illustrations and quantitative analysis demonstrated the effectiveness of our approach compared to state-of-the-art. ? 1964-2012 IEEE.",computed tomography angiography; Image enhancement; incremental learning; liver transplantation; liver variants; ternary tree representation; vessels segmentation,"Computerized tomography; Topology; Computed tomography angiography; Incremental learning; Liver transplant; Maximum matchings; Optimal solutions; Pair matching; Segmentation results; State of the art; Trees (mathematics); adult; algorithm; article; comparative effectiveness; computed tomographic angiography; controlled study; geometry; human; image enhancement; learning; liver blood vessel; liver graft; living donor; quantitative analysis; angiography; diagnostic imaging; liver; liver transplantation; x-ray computed tomography; Angiography; Humans; Liver; Liver Transplantation; Living Donors; Tomography, X-Ray Computed","Sheng, B.; Department of Computer Science and Engineering, China; 電子郵件: shengbin@sjtu.edu.cn",English,Article,Final,,Scopus,2-s2.0-85099541122
"Hu S.C., Tsai Y.-H., Li D.-C., Hsu W.-C., Huang N.-C.",26632018200;57224360493;7405325306;57225101300;55948511100;,Social-economic environments and depressive symptoms in community-dwelling adults: A multi-level analysis for two nationwide datasets in Taiwan,2021,International Journal of Environmental Research and Public Health,18,14,7487,,,,,10.3390/ijerph18147487,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109689982&doi=10.3390%2fijerph18147487&partnerID=40&md5=9df91556c2c061f1606c7cff28230dce,"Most studies have focused on factors associated with depression at the individual level, and evidence on ecological models linking social-economic features with depression is rare in Taiwan. This study aimed to use multi-level analysis to explore the effects of social-economic environments on depressive symptoms among Taiwanese adults. The 2009 National Health Interview Survey (NHIS) and the Age-Friendly Environments database were linked in this study. A total of 6602 adults aged 20 years and older were included in the analysis. A Chinese version of the 10-item CESD was used as the outcome measure. Three social indicators (population density, divorce rate, and crime rate) and three economic indicators (unemployment rate, per capita disposable income, and per capita government expenditures) at the ecological level were examined. Results showed that two social environments and two economic features were significantly associated with depressive symptoms. However, the effects of these factors were different by gender and age groups. The economic environments were critical for males and young adults aged 20–44 years old, whereas the social environments were significant for females and middle-aged and older adults. Intervention efforts for depression prevention should integrate ecological approaches into the effects of social-economic environments on depressive symptoms. ? 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Adults; Depression; Economic environments; Multi-level analysis; Social environments; Social-economic features,adult; data set; mental disorder; regression analysis; socioeconomic status; symptom; Taiwan; adult; aged; depression; female; human; income; independent living; male; middle aged; social environment; Taiwan; young adult; Adult; Aged; Depression; Female; Humans; Income; Independent Living; Male; Middle Aged; Social Environment; Taiwan; Young Adult,"Huang, N.-C.; Healthy City Research Center, Taiwan; 電子郵件: sunnynching@gmail.com",English,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85109689982
"Chang H.-H., Chiang J.-H., Chu C.-C.",57275318600;7201425280;57149449000;,Data-driven generation of medical-research hypotheses in cancer patients,2021,"Proceedings - 2021 IEEE 45th Annual Computers, Software, and Applications Conference, COMPSAC 2021",,,,626,631,,,10.1109/COMPSAC51774.2021.00091,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115837248&doi=10.1109%2fCOMPSAC51774.2021.00091&partnerID=40&md5=668ae7e1e2e3cb4b90426b4808c8ce90,"Hypotheses are the most important part of medical research. If we have a good hypothesis, we can design experiments and verify it. Therefore, we use the associations generated by association rule as hypotheses in clinical medicine research. We hope this method can help physicians quickly and correctly find research hypotheses. This experiment was divided into two parts. In the first part, we used the Apriori algorithm to find associations between cancer and other catastrophic illnesses. In the second part, we used these associations as medical-research hypotheses and designed cohort studies to verify them. In this study, we proved that the association-rules method could help clinical physicians quickly and correctly obtain clinical-medicine hypotheses. ? 2021 IEEE.",Apriori algorithm; Dialysis; National health insurance research database; Renal cell cancer,Application programs; Association rules; Diseases; Apriori algorithms; Can design; Cancer patients; Clinical medicine; Cohort studies; Data Driven Generation; Medical research; Clinical research,,English,Conference Paper,Final,,Scopus,2-s2.0-85115837248
"Barsasella D., Syed-Abdul S., Malwade S., Kuo T.B.J., Chien M.-J., N??ez-Benjumea F.J., Lai G.-M., Kao R.-H., Shih H.-J., Wen Y.-C., Li Y.-C., Carrascosa I.P., Bai K.-J.",57210797368;47661538800;57216428426;7401533815;57225173906;49864153600;7102926499;57204166485;16203861500;55497473000;36696574800;57225177327;55822997000;,Sleep quality among breast and prostate cancer patients: A comparison between subjective and objective measurements,2021,Healthcare (Switzerland),9,7,785,,,,1,10.3390/healthcare9070785,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109370743&doi=10.3390%2fhealthcare9070785&partnerID=40&md5=06dc327ecbb1c1e496949897b913af9d,"Breast and prostate cancer patients may experience physical and psychological distress, and a possible decrease in sleep quality. Subjective and objective methods measure different aspects of sleep quality. Our study attempted to determine differences between objective and subjective measurements of sleep quality using bivariate and Pearson’s correlation data analysis. Forty breast (n = 20) and prostate (n = 20) cancer patients were recruited in this observational study. Participants were given an actigraphy device (ACT) and asked to continuously wear it for seven consecutive days, for objective data collection. Following this period, they filled out the Pittsburgh Sleep Quality Index Questionnaire (PSQI) to collect subjective data on sleep quality. The correlation results showed that, for breast cancer patients, PSQI sleep duration was moderately correlated with ACT total sleeping time (TST) (r = ?0.534, p < 0.05), and PSQI daytime dysfunction was related to ACT efficiency (r = 0.521, p < 0.05). For prostate cancer patients, PSQI sleep disturbances were related to ACT TST (r = 0.626, p < 0.05). Both objective and subjective measurements are important in validating and determining details of sleep quality, with combined results being more insightful, and can also help in personalized care to further improve quality of life among cancer patients. ? 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Actigraphy device; Breast cancer; Medical aid systems; Medical data analysis; Prostate cancer; PSQI; Sleep quality; Wearable sensors,,"Bai, K.-J.; Division of Pulmonary Medicine, Taiwan; 電子郵件: kjbai@w.tmu.edu.tw",English,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85109370743
"Kao C.-Y., Lin C.-Y., Chao C.-C., Huang H.-S., Lee H.-Y., Chang C.-M., Sung K., Chen T.R., Chiang P.-C., Huang L.-T., Wang B., Liu Y.-S., Chiang J.-H., Wang C.-K., Tsai Y.-S.",57225172721;57210729098;57203719820;57225175369;57216409184;35222996200;57225175555;57225181900;57225182774;56720616400;57195405518;41261893400;7201425280;57154870700;8698463200;,Automated radiology alert system for pneumothorax detection on chest radiographs improves efficiency and diagnostic performance,2021,Diagnostics,11,7,1182,,,,2,10.3390/diagnostics11071182,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109355887&doi=10.3390%2fdiagnostics11071182&partnerID=40&md5=acc60ad646b6ff04f729ff236ee51eda,"We aimed to set up an Automated Radiology Alert System (ARAS) for the detection of pneumothorax in chest radiographs by a deep learning model, and to compare its efficiency and diagnostic performance with the existing Manual Radiology Alert System (MRAS) at the tertiary medical center. This study retrospectively collected 1235 chest radiographs with pneumothorax labeling from 2013 to 2019, and 337 chest radiographs with negative findings in 2019 were separated into training and validation datasets for the deep learning model of ARAS. The efficiency before and after using the model was compared in terms of alert time and report time. During parallel running of the two systems from September to October 2020, chest radiographs prospectively acquired in the emergency department with age more than 6 years served as the testing dataset for comparison of diagnostic performance. The efficiency was improved after using the model, with mean alert time improving from 8.45 min to 0.69 min and the mean report time from 2.81 days to 1.59 days. The comparison of the diagnostic performance of both systems using 3739 chest radiographs acquired during parallel running showed that the ARAS was better than the MRAS as assessed in terms of sensitivity (recall), area under receiver operating characteristic curve, and F1 score (0.837 vs. 0.256, 0.914 vs. 0.628, and 0.754 vs. 0.407, respectively), but worse in terms of positive predictive value (PPV) (precision) (0.686 vs. 1.000). This study had successfully designed a deep learning model for pneumothorax detection on chest radiographs and set up an ARAS with improved efficiency and overall diagnostic performance. ? 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Artificial intelligence; Deep learning; Pneumothorax; Radiology alert system,Article; comparative effectiveness; controlled study; deep learning; diagnostic accuracy; diagnostic test accuracy study; diagnostic value; emergency ward; human; major clinical study; pneumothorax; predictive value; prospective study; receiver operating characteristic; retrospective study; sensitivity and specificity; tertiary care center; thorax radiography; time,"Tsai, Y.-S.; Department of Medical Imaging, No. 1 University Rd, Taiwan; 電子郵件: n506356@gmail.com",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85109355887
"Wang C.-S., Chen B.-S., Chiang J.-H.",57201478062;57194171466;7201425280;,TDD-BPR: The topic diversity discovering on Bayesian personalized ranking for personalized recommender system,2021,Neurocomputing,441,,,202,213,,,10.1016/j.neucom.2021.02.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102453029&doi=10.1016%2fj.neucom.2021.02.016&partnerID=40&md5=e61436e516f1706ddffcc037af31dadd,"The main objective of the recommender system is to determine user behavior or preference and suggest the items of interest to the user. We notice that topic information is one of the significant factors that enables a user to choose the next items. To mimic this behavior, we design a topic diversity discovering (TDD) model to capture user preferences on topics. Unlike the previous studies applied the topic information to recommender systems, which only considered the item topics. In this paper, we not only focus on the item topic information but also consider the user topic information on the recommender system. We develop a TDD model to learn the topic information from the item, and we then utilize the transfer learning to obtain the user topic information. We then integrate the TDD model with the Bayesian personalized ranking (BPR) model to build a novel TDD-BPR recommender system. We experiment on three well-known three datasets MovieLens-1 M, Pinterest, and TMDB dataset, which achieved 71.8%, 91.2%, and 96.1% in the Hit Ratio@10. Empirical evidence showed that TDD-BPR discover the potential topic information to understand the user's preferences and get better recommendation performance. ? 2021 Elsevier B.V.",Attention mechanism; Collaborative filtering; Deep learning; Recommender system; Topic modeling,Behavioral research; Deep learning; Recommender systems; Attention mechanisms; Bayesian; Deep learning; Learn+; Personalized recommender systems; Topic diversity; Topic model; Transfer learning; User behaviors; User's preferences; Collaborative filtering; article; attention; deep learning; filtration; transfer of learning,"Chiang, J.-H.; Department of Computer Science and Information Engineering, No. 1, University Road, Taiwan; 電子郵件: jchiang@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85102453029
"Wu Y.-C., Liao Y.-S., Yeh W.-H., Liang S.-F., Shaw F.-Z.",57225034723;57225036226;57221636096;7402145687;7006837476;,Directions of Deep Brain Stimulation for Epilepsy and Parkinson’s Disease,2021,Frontiers in Neuroscience,15,,680938,,,,3,10.3389/fnins.2021.680938,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109020431&doi=10.3389%2ffnins.2021.680938&partnerID=40&md5=be68f3904836bc7b77683ae45690b5a8,"Background: Deep brain stimulation (DBS) is an effective treatment for movement disorders and neurological/psychiatric disorders. DBS has been approved for the control of Parkinson disease (PD) and epilepsy. Objectives: A systematic review and possible future direction of DBS system studies is performed in the open loop and closed-loop configuration on PD and epilepsy. Methods: We searched Google Scholar database for DBS system and development. DBS search results were categorized into clinical device and research system from the open-loop and closed-loop perspectives. Results: We performed literature review for DBS on PD and epilepsy in terms of system development by the open loop and closed-loop configuration. This study described development and trends for DBS in terms of electrode, recording, stimulation, and signal processing. The closed-loop DBS system raised a more attention in recent researches. Conclusion: We overviewed development and progress of DBS. Our results suggest that the closed-loop DBS is important for PD and epilepsy. ? Copyright ? 2021 Wu, Liao, Yeh, Liang and Shaw.",closed-loop; deep brain stimulation; epilepsy; open loop; PD,amygdala; biocompatibility; brain depth stimulation; device safety; dyskinesia; electroencephalogram; electrostimulation; epilepsy; essential tremor; food intake; hippocampus; human; motor dysfunction; nerve cell network; nerve cell plasticity; nerve degeneration; Parkinson disease; Review; signal noise ratio; signal processing; skull surgery; systematic review; telemetry; wavelet analysis,"Shaw, F.-Z.; Institute of Basic Medical Science, Taiwan; 電子郵件: fzshaw@gmail.com",English,Review,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85109020431
"Hsu C.-F., Ho Y.-C., Pan W.-J., Jhang J.-M., Su Y.-W.",7404947421;57223893831;57271937600;57272074900;57271651700;,On Energy-Efficient Clustering in User-Centric Li-Fi Networks,2021,IEEE International Conference on Communications,,,,,,,,10.1109/ICC42927.2021.9500521,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115708723&doi=10.1109%2fICC42927.2021.9500521&partnerID=40&md5=055405880886e4de97c42bc2b5438661,"In traditional Light-Fidelity (Li-Fi) attocell networks, the dense structure of Li-Fi access points (APs) leads to severe inter-cell interference (ICI). User-centric (UC) networks, which dynamically reform amorphous cells as the user mobility varies in time, mitigate the effect brought by ICI. In this work, we propose a new user-centric clustering algorithm with the objective of maximizing energy efficiency (EE). In previous studies, clustering algorithms usually merely aim at minimizing the distance from the centroid of the cluster to UEs belonging to the cell. Since ICI is the main challenge in Li-Fi networks, separating cells as far as possible is also important. Therefore, we propose a new clustering algorithm that also considers the distance among constructed cells to yield better energy efficiency as the power consumption is further reduced. ? 2021 IEEE.",Amorphous Cell; Clustering; Energy Efficiency; Inter-Cell Interference; Light-Fidelity (Li-Fi); User-Centric Networks,Cells; Clustering algorithms; Radio interference; Access points; Amorphous cell; Clusterings; Dense structures; Energy Efficient clustering; Fidelity networks; Intercell interference (ICI); Light-fidelity; User-centric; User-centric networks; Energy efficiency,,English,Conference Paper,Final,,Scopus,2-s2.0-85115708723
