作者,作者身分,"標題	",年份,來源出版物名稱,卷,期,論文編號,起始頁碼,結束頁碼,頁碼計數,被引用文獻,DOI,連結,摘要,作者關鍵字,索引關鍵字,通訊地址,原始文獻語言,文獻類型,出版階段,開放取用,來源出版物,EID
"Alimadji D.R., Hung M.-H., Lin Y.-C., Suryajaya B., Chen C.-C.",57476914500;7202454332;57015720600;57201461831;7501954690;,A Novel Big Data Processing Approach to Feature Extraction for Electrical Discharge Machining based on Container Technology,2021,"Proceedings - 22nd IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing, SNPD 2021-Fall",,,,142,147,,,10.1109/SNPD51163.2021.9704989,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125734534&doi=10.1109%2fSNPD51163.2021.9704989&partnerID=40&md5=a6c7db3a296b94c4f054e4f20864a377,"EDM (Electrical Discharge Machining) is a process to remove metal from conductive materials using electrical sparks. To monitor the EDM process using virtual metrology (VM), we need to obtain the electrode's voltage and current signals of a machine tool. Due to the nature of EDM, the sensors installed on the machine tool acquire the signals at a high sampling rate and generate a vast amount of data in a short time, thereby raising the big-data processing issue. Our previous work proposed an efficient approach called BEDPS to process the EDM big data in a Hadoop distributed cluster. This paper presents a novel big data processing approach to feature extraction for EDM by using container technology (i.e., Docker and Kubernetes). We re-implement some Spark algorithms of BEDPS in Python (originally in Scala) and then run the refined BEDPS in containers in a Kubernetes cluster. Testing results show that the refined BEDPS developed in this study can reduce the execution time by almost half, compared to the original Scala version (9.6577 minutes vs. 19.2735 minutes). The adoption of Python in Spark is also shown to have similar performance with Scala, although there are some cases where Python performance falls short, for example, parallel processing using Python parallel processing library. The results also show that the Kubernetes cluster is promising to be an alternative way, other than the Hadoop, for processing big data. At the same time, it can bring some advantages to the big data processing applications, such as easy deployment, robustly running, load balance, self-healing, failover, and horizontal auto-scaling for containerized applications. ? 2021 IEEE.",Big Data; Docker Container; Electrical Discharge Machining (EDM); Feature Extraction; Hadoop; Kubernetes; Python; Virtual Metrology,Big data; Containers; Data handling; Data mining; Electric discharges; Extraction; Feature extraction; High level languages; Docker container; Electrical discharge machining; Features extraction; Hadoop; Kubernetes; Parallel processing; Performance; Processing approach; Virtual metrology; Python,"Hung, M.-H.; Chinese Culture University, Taiwan; 電子郵件: hmx4@faculty.pccu.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85125734534
"Chen S.-L., Chuang H.-Y.",7410253186;57417312300;,Automatic Deployment Mechanism for Smart Communication Service Based on Container Technology,2021,"2021 IEEE International Conference on Consumer Electronics-Taiwan, ICCE-TW 2021",,,,,,,,10.1109/ICCE-TW52618.2021.9603266,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123058793&doi=10.1109%2fICCE-TW52618.2021.9603266&partnerID=40&md5=d2dd21f0f48013e6e8e8ac42f11a0593,"In this research, we proposed a long-distance information transmission system architecture based on Container and Microservice technology, divide LPWAN multimode network communication module into several services depending on different functions. Through containerization technology, a mechanism is designed to automate the entire communication service establishment process, and then the automated deployment of communication services is realized through containerized management tools. We test our architecture on mobile pumps maintain, and the results show that the developed mechanism can successfully achieve automate remote deploy or system service upgrade. ? 2021 IEEE.",,Network architecture; Architecture-based; Automatic deployments; Communication service; Deployment mechanisms; Distance information; Information transmission systems; Multimode network; Service-based; Smart communication; Systems architecture; Containers,,English,Conference Paper,Final,,Scopus,2-s2.0-85123058793
"Chen S.-L., Hong Z.-Y., Chuang H.-Y.",7410253186;57417159100;57417312300;,Smart Multi-mode Networking Architecture for Internet of Everywhere Using NB-IoT and LoRa,2021,"2021 IEEE International Conference on Consumer Electronics-Taiwan, ICCE-TW 2021",,,,,,,,10.1109/ICCE-TW52618.2021.9603121,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123050869&doi=10.1109%2fICCE-TW52618.2021.9603121&partnerID=40&md5=4ff8e0a7cc876d2a5727500fa81ce2d7,"To solve signal instability or interruption that often occurs when using single-mode communication transmission, the smart multi-mode networking architecture through NB-IoT and LoRa with bi-direction communication function is suggested in this study. ? 2021 IEEE.",,Internet of things; Bi-direction; Communication functions; Multimodes; Networking architecture; Signal instabilities; Single mode; Network architecture,,English,Conference Paper,Final,,Scopus,2-s2.0-85123050869
"Lee C.-Y., Hung Y.-H., Chen Y.-W.",57154828200;55761195200;57404159400;,Hybrid Data Science and Reinforcement Learning in Data Envelopment Analysis,2021,International Series in Operations Research and Management Science,312,,,93,122,,,10.1007/978-3-030-75162-3_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122424150&doi=10.1007%2f978-3-030-75162-3_4&partnerID=40&md5=3c7069f8ba07a5dbf55240595efd6a98,"This study proposes a hybrid data science (DS) framework and reinforcement learning (RL) in data envelopment analysis (DEA). The framework supports the functional form identification of the production frontier and the RL derives the optimal resource reallocation policy which guides the productivity improvement. In fact, both DS and RL techniques complement efficiency analysis. Emphasizes on planning over evaluation, we use data generating process (DGP) and an empirical dataset of power plants to drive productivity to validate the benefits of the hybrid DS framework and RL, respectively. Based on the results, we find that the hybrid DS framework and RL can enhance the interpretation of the production frontier and identify the optimal resource policy. ? 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Data envelopment analysis (DEA); Data generating process; Data science; Reinforcement learning; Symbolic regression,,"Lee, C.-Y.; Department of Information Management, Taiwan; 電子郵件: chiayenlee@ntu.edu.tw",English,Book Chapter,Final,,Scopus,2-s2.0-85122424150
"Lee C.-Y., Zeng J.-H., Lee S.-Y., Lu R.-B., Kuo P.-H.",57154828200;57385535600;55068246400;7402969959;14031704600;,SNP Data Science for Classification of Bipolar Disorder i and Bipolar Disorder II,2021,IEEE/ACM Transactions on Computational Biology and Bioinformatics,18,6,,2862,2869,,3,10.1109/TCBB.2020.2988024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121689595&doi=10.1109%2fTCBB.2020.2988024&partnerID=40&md5=6a5f02a7234727a08d99d3d4a865e046,"Bipolar disorder I (BD-I) and bipolar disorder II (BD-II) have specific characteristics and clear diagnostic criteria, but quite different treatment guidelines. In clinical practice, BD-II is commonly mistaken as a mild form of BD-I. This study uses data science technique to identify the important Single Nucleotide Polymorphisms (SNPs) significantly affecting the classifications of BD-I and BD-II, and develops a set of complementary diagnostic classifiers to enhance the diagnostic process. Screening assessments and SNP genotypes of 316 Han Chinese were performed with the Affymetrix Axiom Genome-Wide TWB Array Plate. The results show that the classifier constructed by 23 SNPs reached the area under curve of ROC (AUC) level of 0.939, while the classifier constructed by 42 SNPs reached the AUC level of 0.9574, which is a mere addition of 1.84 percent. The accuracy rate of classification increased by 3.46 percent. This study also uses Gene Ontology (GO) and Pathway to conduct a functional analysis and identify significant items, including calcium ion binding, GABA-A receptor activity, Rap1 signaling pathway, ECM proteoglycans, IL12-mediated signaling events, Nicotine addiction), and PI3K-Akt signaling pathway. The study can address time-consuming SNPs identification and also quantify the effect of SNP-SNP interactions. ? 2004-2012 IEEE.",bioinformatics; bipolar disorder; Data science; GWAS; precision medicine,"Bioinformatics; Classification (of information); Diagnosis; Signaling; Bipolar disorder; Clinical practices; Diagnostic criterion; Diagnostic process; Different treatments; GWAS; Screening assessment; Signalling pathways; Single nucleotide polymorphisms; Treatment guidelines; Gene Ontology; algorithm; biology; bipolar disorder; classification; genetics; genome-wide association study; human; personalized medicine; procedures; single nucleotide polymorphism; Algorithms; Bipolar Disorder; Computational Biology; Data Science; Genome-Wide Association Study; Humans; Polymorphism, Single Nucleotide; Precision Medicine","Lee, C.-Y.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: cylee@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85121689595
"Ing C., Lin C., Peng P., Hsieh Y., Cheng F.",6602930634;57207942986;57209196334;57224190653;7202811304;,Golden Path Search Algorithm for the KSA Scheme,2021,IEEE Transactions on Automation Science and Engineering,,,,,,,,10.1109/TASE.2021.3129528,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120909181&doi=10.1109%2fTASE.2021.3129528&partnerID=40&md5=c3d88ae5922417449e37ce8fd14f8512,"The concepts of Industry 4.1 for achieving Zero-Defect (ZD) manufacturing were disclosed in IEEE Robotics and Automation Letters in January 2016. ZD of all the deliverables can be achieved by discarding the defective products via a real-time and online total inspection technology, such as Automatic Virtual Metrology (AVM). Further, the Key-variable Search Algorithm (KSA) of the Intelligent Yield Management (IYM) system developed by our research team can be utilized to find out the root causes of the defects for continuous improvement on those defective products. As such, nearly ZD of all products may be achieved. However, in a multistage manufacturing process (MMP) environment, a workpiece may randomly pass through one of the manufacturing devices with the same function in each stage. Different devices of the same type perform differently in each stage, where the performances will be accumulated through the designated manufacturing process and affect the final yield. KSA can only identify the influence of univariate variables (i.e., single devices) on the yield, yet it cannot detect the manufacturing paths that have significant influence on the yield. In order to cope with this deficiency such that the golden path with a better yield amongst all the MMP paths can be found, this research proposes the Golden Path Search Algorithm (GPSA), which can plan golden paths with high yield under the condition of the number of variables being much larger than that of samples. As a result, it makes the improvement of manufacturing yield be more comprehensive. IEEE",golden path search algorithm (GPSA); Indexes; intelligent and flexible manufacturing; intelligent yield management (IYM); key-variable search algorithm (KSA); Manufacturing; Manufacturing processes; Metrology; multistage manufacturing process (MMP); Performance evaluation; Production; semiconductor manufacturing.; Tools; Zero defects (ZD),Defects; Human resource management; Learning algorithms; Golden path search algorithm; Index; Intelligent and flexible manufacturing; Intelligent yield management; Key variables; Key-variable search algorithm; Manufacturing process; Multistage manufacturing process; Path search algorithms; Performances evaluation; Search Algorithms; Semiconductor manufacturing; Semiconductor manufacturing.; Yield management; Zero defect; Zero defects; Semiconductor device manufacture,,English,Article,Article in Press,,Scopus,2-s2.0-85120909181
"Kumar A., Singh K.U., Hsieh S.-Y., Kumar V.D.A., Kumar A.",57209569655;57211279213;7202056469;57219240462;37085909200;,Distribution Key Scheme for Secure Group Management in VANET Using Polynomial Interpolation,2021,Communications in Computer and Information Science,1495 CCIS,,,3,14,,,10.1007/978-981-16-7913-1_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120564820&doi=10.1007%2f978-981-16-7913-1_1&partnerID=40&md5=afe906b4342049a7ebf2c59d8c9f5076,"Security is a major concern for vehicular ad hoc networks (VANETs). Group-based communications in VANETs is a commonly investigated topic. Creating a group and distributing a key to numerous fast-moving vehicles for secure communication is a major security challenge for VANETs. Distributed keys in VANETs allow for the secure participation of vehicles that may not have been present when the group was formed. This paper presents a new distributed key scheme for secure group management in VANET by using polynomial interpolation. The proposed scheme not only provides a distributed key for vehicles to be created, to join, and to communicate in the group but also provides and manages the distribution of keys to maintain the security of VANETs. The experimental results reveal that the proposed scheme is a secure solution for group communication in VANETs. ? 2021, Springer Nature Singapore Pte Ltd.",Authentication; Interpolation; Key distribution; Polynomial; Privacy; Vehicles,,"Hsieh, S.-Y.; Department of Computer Science and Information Engineering, No. 1, University Road, Taiwan; 電子郵件: hsiehsy@mail.ncku.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85120564820
"Chen S.-L., Huang L.-W.",7410253186;57226040303;,Using Deep Learning Technology to Realize the Automatic Control Program of Robot Arm Based on Hand Gesture Recognition,2021,International Journal of Engineering and Technology Innovation,11,4,,241,250,,1,10.46604/IJETI.2021.7342,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119455997&doi=10.46604%2fIJETI.2021.7342&partnerID=40&md5=3de7c0809d2ccbe392567361bdc61cce,"In this study, the robot arm control, computer vision, and deep learning technologies are combined to realize an automatic control program. There are three functional modules in this program, i.e., the hand gesture recognition module, the robot arm control module, and the communication module. The hand gesture recognition module records the user's hand gesture images to recognize the gestures' features using the YOLOv4 algorithm. The recognition results are transmitted to the robot arm control module by the communication module. Finally, the received hand gesture commands are analyzed and executed by the robot arm control module. With the proposed program, engineers can interact with the robot arm through hand gestures, teach the robot arm to record the trajectory by simple hand movements, and call different scripts to satisfy robot motion requirements in the actual production environment. ? 2021 by the authors. Licensee TAETI, Taiwan. All Rights Reserved.",deep learning; hand gesture recognition; human robot interaction; YOLO,,"Chen, S.-L.; Institute of Manufacturing Information and Systems, Taiwan",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85119455997
"Melzi B., Kefif N., El Haj Assad M., Delnava H., Hamid A.",57263404200;57262866800;57221257592;57263404300;56260300500;,Modelling and optimal design of hybrid power system photovoltaic/solid oxide fuel cell for a mediterranean city,2021,Energy Engineering: Journal of the Association of Energy Engineering,118,6,,1767,1781,,1,10.32604/EE.2021.017270,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115196155&doi=10.32604%2fEE.2021.017270&partnerID=40&md5=4bfac154c6f9ce4836a3601a6af84c88,"This work presents a hybrid power system consisting of photovoltaic and solid oxide fuel cell (PV-SOFC) for electricity production and hydrogen production. The simulation of this hybrid system is adjusted for Bou-Zedjar city in north Algeria. Homer software was used for this simulation to calculate the power output and the total net present cost. The method used depends on the annual average monthly values of clearness index and radiation for which the energy contributions are determined for each component of PV/SOFC hybrid system. The economic study is more important criterion in the proposed hybrid system, and the results show that the cost is very suitable for the use of this hybrid system, which ensures that the area is fed continuously with the sufficient energy for the load which assumed to be 500 kW in the peak season. The optimized results of the present study show that the photovoltaic is capable of generating 8733 kW electricity while the SOFC produces 500 kW electricity. The electrolyzer is capable of producing 238750 kg of hydrogen which is used as fuel in the SOFC to compensate the energy lack in nights and during peak season. ? 2021, Tech Science Press. All rights reserved.",Energy and economic optimization; Energy storage; Hybrid systems; Hydrogen production; PV/SOFC,Computer software; Electric power generation; Hybrid systems; Hydrogen production; Clearness indices; Electricity production; Energy contribution; Hybrid power system photovoltaic; Hybrid power systems; Mediterranean cities; Net present cost; Oxide fuel cells; Solid oxide fuel cells (SOFC),"El Haj Assad, M.; Sustainable and Renewable Energy Engineering Department, United Arab Emirates; 電子郵件: massad@sharjah.ac.ae",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85115196155
"Lin J.-Y., Huang Y.-C., Horng G.-J., Hsu C.-C., Chen C.-C.",57212652352;57222611760;23094553700;57222613970;7501954690;,Feedback Vocal Rehabilitation Software Applied to Mobile Devices for Maximum Phonation Time,2021,Advances in Intelligent Systems and Computing,1339,,,1074,1082,,,10.1007/978-3-030-69717-4_101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103434241&doi=10.1007%2f978-3-030-69717-4_101&partnerID=40&md5=50fcb3dfeb03ad4a8da4247ed99d77bb,"The key to the maximum phonation time (MPT) is how much lung capacity you have. If the MPT is too short, one cannot cut the sentences inappropriate time and lead to communication difficulties. However, there is no research on the effect of using feedback software for vocal rehabilitation in the past, especially for those who cannot increase their vital capacity through exercise. Therefore, we designed two tests for the experiment in our study. First, using mobile devices to collect MPT and Intensity Level (IL) data in a quiet space of 40 adults whose cognitive status is normal, and analyzing their characteristic changes. Then, we use the mobile device to perform MPT feedback rehabilitation and collect two characteristic data again. The purpose of our study is to understand the effects of using feedback vocal rehabilitation software. ? 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Intensity level; IoT; Maximum phonation time; Mobile device; Rehabilitation,Machine learning; Intensity levels; Speech,"Horng, G.-J.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: grojium@gmail.com",English,Conference Paper,Final,,Scopus,2-s2.0-85103434241
"Yang H.-C., Huang C.-H., Adnan M., Hsu C.-H., Lin C.-H., Cheng F.-T.",7406557435;57209601351;57532439200;7404946512;57204857906;7202811304;,An Online AM Quality Estimation Architecture from Pool to Layer,2021,IEEE Transactions on Automation Science and Engineering,18,1,9164998,269,281,,1,10.1109/TASE.2020.3012622,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099346497&doi=10.1109%2fTASE.2020.3012622&partnerID=40&md5=08094609e108fa57266c2b65d458450e,"Quality control is the key for the widespread adoption of metal additive manufacturing (AM). However, online quality estimation is challenging because high-frequency stream data derived from in situ metrology have to be processed in a timely manner to figure out the complicated interactions among material, machine, and part. To tackle such issue, this article proposes an intelligent AM metrology (IAMM) architecture to decouple and evaluate quality variations caused by material properties, machine issues, and process parameters when building an AM part. The IAMM architecture can also estimate the online layer-to-layer quality (e.g., roughness and density of an AM part) by applying the robust parameters derived from the uniform design (UD) method via the enhanced automatic virtual metrology technology in a parallel computing environment, as soon as the microfeatures of melt-pools and the macrofeatures of each layer are extracted. In addition, the associated indices and features in the IAMM architecture can also be used to evaluate the defects caused by machine issues in the given process parameters. The results of case studies validate the applicability of the IAMM architecture and show that the proposed estimation models are prospective for future closed-loop control in an AM process. Note to Practitioners - The proposed intelligent AM metrology (IAMM) architecture can be implemented modularly in a metal additive manufacturing (AM) machine that possesses the capability of estimating the coating and printing qualities of the AM process by extracting features from the optical data of the melt pools and chamber layer by layer. The estimated indices and qualities can be derived online using parallel computation to timely diagnose the machine issues and control the process of the next layer. Hence, when an AM machine is equipped with the IAMM architecture, it can efficiently manufacture a 3-D part with reduced defects in real time. ? 2020 IEEE.",Automatic virtual metrology (AVM); in situ metrology; intelligent AM metrology (IAMM) architecture; meltpool; metal additive manufacturing,3D printers; Additives; Closed loop control systems; Data streams; Defects; Frequency estimation; Lakes; Closed-loop control; Extracting features; High frequency HF; In-situ metrology; Parallel Computation; Parallel-computing environment; Process parameters; Quality estimation; Process control,"Yang, H.-C.; Department of Electrical Engineering, Taiwan; 電子郵件: hao@nkust.edu.tw",English,Article,Final,,Scopus,2-s2.0-85099346497
"Wang P.-S., Lin C.-C., Yang T.",8350279900;57219991966;7404656948;,A study on Shojinka design for automobile engine piston-rod manufacturing,2021,Computers and Industrial Engineering,151,,106974,,,,,10.1016/j.cie.2020.106974,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096431516&doi=10.1016%2fj.cie.2020.106974&partnerID=40&md5=2bf7cd159c0c9438f4394dd19586bebe,"Adapting the number of workers in a workshop in response to changes in the customer demand is termed Shojinka, and is often combined with a cellular layout design configuration. In contrast to fixed staffing level designs, Shojinka achieves a notably improved productivity in changeable environments. Based on the continuous flow design guidelines presented in the literature, this study proposes a four-step procedure for evaluating and generating three stage-wise designs (namely existing, improved and future) in pursuit of Shojinka objectives. The four-step procedure commences by analyzing the layout and performance of the existing process (Step 1). An improved layout design is then established using the continuous flow guidelines (Step 2). The standard operations which achieve a balanced production with the minimal labor requirement are then determined (Step 3). Finally, the Chaku-Chaku principle is applied to determine the ideal layout which minimizes the labor requirement and maximizes the productivity (Step 4). The feasibility of the proposed approach is demonstrated using a real-world automobile engine piston-rod manufacturing process for illustration purposes. It is shown that the improved and future designs improve the average worker productivity by 49.7% and 128.5%, respectively, compared to the existing design. Thus, both the effectiveness of the proposed methodology and the contribution of the present study are justified. ? 2020 Elsevier Ltd",Cellular layout; Chaku-Chaku; Continuous flow; Flexible staffing; Shojinka design; Work division,Automobile engine manufacture; Automobile engines; Design for manufacturability; Productivity; Cellular layout; Continuous flows; Customer demands; Future designs; Labor requirements; Layout designs; Manufacturing process; Worker productivities; Engine pistons,"Yang, T.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: tyang@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85096431516
"Chen H.-K., Lin Y.-H., Lee C.-Y.",7501614071;57217738641;57154828200;,Convex nonparametric least squares and stochastic semi-nonparametric frontier to estimate the shadow prices of PM2.5 and NOx for Taiwan’s transportation modes,2021,International Journal of Sustainable Transportation,15,9,,659,677,,2,10.1080/15568318.2020.1785596,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087565126&doi=10.1080%2f15568318.2020.1785596&partnerID=40&md5=dec72e13aaa9f72889af65315c9e18d5,"With the growing environmental awareness, people are concerned about the air pollution issues because these issues not only cause adverse environmental effects but also damage human’s health conditions. Most of previous studies estimating the shadow prices of emissions mainly focused on stationary sources (e.g. coal-fired power plants) rather than mobile sources; however, traffic is one of critical emission sources. This paper uses convex nonparametric least squares (CNLS) and stochastic semi-nonparametric envelopment of data (StoNED) to estimate the shadow prices of PM2.5 and NOx for eleven transportation modes in seven air quality areas in Taiwan in 2013. We find that their shadow prices for two-stroke and four-stroke scooters are indifferent, and infer that it is unnecessary to develop different emissions policies for these transportation modes. However, the shadow prices for gas-fuelled vehicles which are relatively high and thus we suggest mandating advanced emissions technology or retrofits, or subsidies for electric vehicle replacements of this transportation mode. The significant distinctions in the corresponding shadow prices of PM2.5 and NOx we find for eleven transportation modes in Taiwan’s seven air quality areas indicate that policy-makers and regulators consider a variety of mitigation approaches. ? 2020 Taylor & Francis Group, LLC.",Frontier model; mobile source pollutant emission; shadow price; stochastic semi-nonparametric envelopment of data (StoNED); undesirable outputs,Air quality; Coal; Fossil fuel power plants; Gas emissions; Mobile power plants; Nitrogen oxides; Stochastic systems; Coal-fired power plant; Convex nonparametric least squares; Emissions policies; Environmental awareness; Nonparametric frontier; Stationary sources; Transportation mode; Vehicle replacements; Costs; air quality; atmospheric pollution; least squares method; nitrous oxide; particulate matter; pollutant source; shadow pricing; stochasticity; transportation mode; Taiwan,"Lee, C.-Y.; Institute of Manufacturing Information and Systems, Taiwan",English,Article,Final,,Scopus,2-s2.0-85087565126
"Lee C.-Y., Chang H.-C., Wang K.-W.",57154828200;57214691948;57214669422;,Business ecosystem and technology roadmap for Taiwan’s TFT-LCD industry,2021,Technology Analysis and Strategic Management,33,1,,1,17,,3,10.1080/09537325.2020.1722092,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078880832&doi=10.1080%2f09537325.2020.1722092&partnerID=40&md5=ce3f5668a98236f3fde9c70eae855afd,"During the past two decades, Taiwan, a reliable source of quality 12-inch wafer manufacturing, grew to become the largest supplier of TFT-LCD panels in the world. The financial crisis in 2008 and increasing competition from other Asian manufacturers shortly after, led to the current scenario, which is characterised by global oversupply, demand fluctuations and price volatility. As a result, several Taiwan’s TFT-LCD manufacturers attempted to break through these difficulties. This paper proposes the technology roadmap for Taiwan’s TFT-LCD and describes three methods to analyse the current strengths, limitations and future potential of the suggested technology roadmap: Dynamic Five Forces framework, Business Ecosystem and Industry Value Chain. The results suggest that developing a business ecosystem lifecycle could obtain an appropriate technology roadmap for Taiwan’s TFT-LCD industry. The study provides useful observations and directions for management and business coalitions involved in drafting and executing globally competitive strategies. ? 2020 Informa UK Limited, trading as Taylor & Francis Group.",business ecosystem; five forces; Industry analysis; technology roadmap,business; industrial competition; industrial technology; manufacturing; Taiwan,"Lee, C.-Y.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: cylee@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85078880832
"Chen S.-L., Huang L.-W., Huang C.-C., Lee F.-C., Huang H.-C., Chen C.-Y.",7410253186;57196687876;35107414000;55695938100;57222741236;57222746651;,Implementation of a Human-Robot Collaboration System Based On Smart Hand Gesture and Speech Recognition [基於智慧手勢和語音辨識實現之人機協作系統],2020,"Journal of the Chinese Society of Mechanical Engineers, Transactions of the Chinese Institute of Engineers, Series C/Chung-Kuo Chi Hsueh Kung Ch'eng Hsuebo Pao",41,6,,755,762,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103947010&partnerID=40&md5=255dfeabc05878741b68a56d3aa9eeab,"With the development of artificial intelligence technology, the robot arm will be applied in more fields, undertake more work, and become an important assistant of humans. Especially in the manufacturing industry, if a perfect human-robot cooperation (HRC) model can be developed, in which the engineer is responsible for complex operations and monitoring the production process and the robot arm is responsible for highly repetitive and tiring work, the flexibility of the manufacturing process can be improved, the risk of personnel injury can be reduced, and the production line productivity can be improved. To realize the human-robot collaboration system that can be applied in various fields, the technologies of robot arm control, human-robot interaction (HRI), Radio Frequency Identification, machine-to-machine communication, and automatic speech recognition (ASR), etc. are combined in this research. Besides, the HRC in intelligent manufacturing is taken as the demonstration result of this research. In this application example, the human-robot interaction function is realized through smart hand gesture and speech recognition technology, which enables the user to communicate commands to the robot arm most intuitively and easily. The robot arm can execute specific actions, provide processing prompts, or read corresponding motion control command macros according to different commands, to realize various processing contents required by users. ? 2020, Chinese Mechanical Engineering Society. All right reserved.",ASR; Deep learning; Hand gesture recognition; HRC; RFID,Accident prevention; Artificial intelligence; Gesture recognition; Industrial research; Industrial robots; Machine-to-machine communication; Man machine systems; Manufacture; Palmprint recognition; Radio frequency identification (RFID); Robotic arms; Speech communication; Speech recognition; Artificial intelligence technologies; Automatic speech recognition; Human robot Interaction (HRI); Human-robot collaboration; Human-robot cooperation; Intelligent Manufacturing; Manufacturing industries; Speech recognition technology; Social robots,"Chen, S.-L.; Institute of Manufacturing Information and Systems, Taiwan",English,Article,Final,,Scopus,2-s2.0-85103947010
"Tsai R.-G., Shih G.-R., Tsai P.-H.",55616405200;57202205059;16508092400;,Sensor Activity Control Strategy for Random Access Wireless Sensor Network Systems,2020,"Proceedings - 2020 International Computer Symposium, ICS 2020",,,9359104,110,115,,1,10.1109/ICS51289.2020.00031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102202800&doi=10.1109%2fICS51289.2020.00031&partnerID=40&md5=8c3598169219e05bb75d11ebe94e0662,"Various investigations on wireless sensor networks (WSNs) have been conducted. However, only a few of these studies were related to quality of service (QoS). QoS control for WSNs is defined as the control of the number of active sensors. Effective control of the number of active sensors is important to prevent wastage in power resources and bandwidth as well as to satisfy the application demands. In a real network environment, controlling the number of active sensors is a difficult task because of the death and renewal of sensors, which cause frequent changes in the nodes. Two distributed algorithms were previously proposed for QoS control of WSNs. Two methods can be used for the effective control of sensor status: the Gur Game and ACK algorithms. This research proposed a new control algorithm called the Sensor Activity Control Strategy (SACS), which provides high-power saving of sensors. The SACS requires less time that the Gur Game and ACK algorithms to achieve the targets. ? 2020 IEEE.",Gur Game; power saving; QoS control; wireless sensor networks,Quality of service; Active sensor; Control strategies; Power resources; Random access; Real networks; Sensor status; Wireless sensor; Wireless sensor network (WSNs); Wireless sensor networks,,English,Conference Paper,Final,,Scopus,2-s2.0-85102202800
"Chen H.-Y., Tsai P.-H.",57222292108;16508092400;,A Speedup Simulation-based Fire Prediction for Online Evacuation Planning,2020,"Proceedings - 2020 International Computer Symposium, ICS 2020",,,9359090,73,78,,,10.1109/ICS51289.2020.00024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102182963&doi=10.1109%2fICS51289.2020.00024&partnerID=40&md5=704c6779bdc900a61c79143f407e11fe,"Fire simulations are used to evaluate the spread of fires and check the safety of environments. To make the simulation realistic, the fire simulation must consider numerous physical and chemical reactions with complicate and time-consuming computations. It limits the fire simulations being used for real-time prediction when there is a fire. This paper presents a real-time fire prediction approach based on fire simulations. Our approach uses fire simulation to collect training data for building a smoke spread model of fire. The model is used to predict the spread of fire real-time which can help online evacuation planning more accurate and realistic, such as help people avoid dangerous area. ? 2020 IEEE.",evacuation planning; fire simulation; prediction; smoke spread model,Forecasting; Smoke; Dangerous area; Evacuation planning; Fire prediction; Fire simulation; Real-time prediction; Smoke spreads; Spread of fires; Training data; Fires,,English,Conference Paper,Final,,Scopus,2-s2.0-85102182963
