作者,作者身分,"標題	",年份,來源出版物名稱,卷,期,論文編號,起始頁碼,結束頁碼,頁碼計數,被引用文獻,DOI,連結,摘要,作者關鍵字,索引關鍵字,通訊地址,原始文獻語言,文獻類型,出版階段,開放取用,來源出版物,EID
"Huang C.-L., Chiang P.-E., Hsu T.-H.",23105956200;57236029600;57223048489;,Influence of intrinsic and extrinsic factors on microwave dielectric properties of (Sr1-xMgx)V2O6 (x = 0.01–0.09) ceramics for ULTCC applications,2021,Materials Science and Engineering B: Solid-State Materials for Advanced Technology,273,,115438,,,,1,10.1016/j.mseb.2021.115438,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114608088&doi=10.1016%2fj.mseb.2021.115438&partnerID=40&md5=e27b0b4250233dc88d0f5f157c0ef1ee,"An ultra-low sintering temperature microwave dielectric material (Sr1-xMgx)V2O6 (x = 0.01–0.09) was prepared and the effect of minutely substituting Sr with Mg on the structure, sintering temperature, densification and microstructure of the (Sr1-xMgx)V2O6 ceramic were investigated. Influence of intrinsic and extrinsic factors on the microwave dielectric properties of the ceramics were also studied. Specimens can be well-densified by sintering at 620–650 °C. XRD patterns of all specimens indicated a single α-SrV2O6 phase at all sintering temperatures. Among the compositions studied, (Sr0.93Mg0.07)V2O6 sintered at 620 °C revealed an εr ? 9.7, a Q × f ? 33,300 GHz and a τf ? –175 ppm/°C along with an excellent chemical compatibility with Al electrodes, which indicates the specimen might be an attractive promising candidate for ULTCC applications in particular at high frequency regions. ? 2021 Elsevier B.V.",(Sr1-xMgx)V2O6 ceramics; Low loss; Microwave dielectric properties; ULTCC,Dielectric materials; Dielectric properties; Magnesium compounds; Microwaves; Strontium compounds; (sr1-xmgx)V2O6 ceramic; Densifications; Extrinsic factors; Intrinsic factors; Low sintering temperature; Low-loss; Microwave dielectric materials; Microwave dielectrics properties; Sintering temperatures; ULTCC; Sintering,"Huang, C.-L.; Department of Electrical Engineering, Taiwan; 電子郵件: huangcl@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85114608088
"Lin H.-T., Liang Y.-Y.",26643556600;57226879453;,A PUF-based secure wake-up scheme for Internet of Things,2021,Computers and Security,110,,102415,,,,,10.1016/j.cose.2021.102415,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113256655&doi=10.1016%2fj.cose.2021.102415&partnerID=40&md5=c3be3b1ad56cff102499076f159f3a86,"Internet of Things (IoT) are typically powered by limited-capacity batteries. Thus, reducing energy consumption is a critical issue for the success of IoT. Recently, Wake-up Radios (WuRs) play a key role in minimizing the energy consumption by providing wake-up calls to IoT devices which are currently in a low-power sleep mode to conserve energy. On receiving a pre-defined pattern called a Wake-up Token (WuT) over the WuR, the IoT device wakes up in order to process information and/or conduct communications. However, WuR-based IoT devices are susceptible to malicious attacks, such as Denial-of-Sleep attacks designed to drain the device of its energy, or cloning attacks designed to impersonate a legitimate IoT device and perform various nefarious activities. To address these problems, the present study proposes a novel one-time wake-up token using the Physical Unclonable Function (PUF). In addition, to prevent the WuT from becoming desynchronized thereby resulting in a connection loss, a WuT resynchronization scheme is designed to maintain a constant state of synchronization between the WuTs of the gateway and the IoT devices, respectively. Finally, the proposed schemes are extended to support group wake-up and resynchronization procedures, respectively, in order to enhance the communication efficiency and improve the energy conservation. The correctness of the proposed schemes is verified through AUTLOG analysis. It has been shown that the proposed schemes are secure against various types of attacks and consume significantly less energy than existing mechanisms in waking up an IoT device. ? 2021",Denial-of-sleep attack; Group wake-up; Internet of Things; Physically unclonable function; Wake-up radio,Cryptography; Energy conservation; Energy utilization; Gateways (computer networks); Network security; Sleep research; Wakes; Critical issues; Denial-of-sleep attack; Energy; Group wake-up; Limited capacity; Physically unclonable functions; Reducing energy consumption; Resynchronization; Wake up; Wake-up radio; Internet of things,"Lin, H.-T.; Department of Electrical Engineering, 1 University Road, Taiwan; 電子郵件: htlin@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85113256655
"Yan J.-Z., Pan W.-H., Wu H.-H., Hsu T., Wei C.-L.",57203001720;57224194381;55787322200;57188707054;7401657663;,Photovoltaic Energy Harvesting Chip with P&O Maximum Power Point Tracking Circuit and Novel Pulse-Based Multiplier,2021,IEEE Transactions on Power Electronics,36,11,9439065,12867,12876,,5,10.1109/TPEL.2021.3082533,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107190338&doi=10.1109%2fTPEL.2021.3082533&partnerID=40&md5=fa42d8104f208f2936b15b47c041a7d7,"A photovoltaic (PV) energy harvesting chip with novel multiplier-based perturb and observe (P and O) maximum power point tracking (MPPT) circuit for Internet-of-Things applications is proposed, and it can be powered by only a small PV module. The proposed P and O MPPT circuit can accurately detect the maximum power point of the PV module without using a power-hungry microcontroller or inaccurate analog multiplier. Instead, a high-accuracy pulse-based multiplier is proposed. Its input signals are analog, while its output signal is digital. Moreover, a new MPPT controller based on the proposed multiplier is also presented. The chip was fabricated using a 0.18 μm 1P6M mixed-signal CMOS process. According to the measured results, the available power from the chosen PV module is 0.1-3 mW, the maximum tracking efficiency of the proposed MPPT circuit is 99.3%, and the maximum total efficiency of the proposed harvesting chip is 94.7%. ? 1986-2012 IEEE.",Energy harvesting; maximum power point tracking (MPPT); multiplier; perturb and observe (P and O); photovoltaic (PV) cells.,Controllers; Energy harvesting; Frequency multiplying circuits; Photovoltaic cells; Timing circuits; Analog multipliers; Maximum power point; Maximum Power Point Tracking; Measured results; Perturb and observe; Photovoltaic energy; Photovoltaic energy harvesting; Total efficiency; Maximum power point trackers,"Wei, C.-L.; Department of Electrical Engineering, Taiwan; 電子郵件: clwei@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85107190338
"Santra S., Chatterjee D., Liang T.-J.P.",57191727309;15623160900;7202019208;,High Gain and High-Efficiency Bidirectional DC-DC Converter with Current Sharing Characteristics Using Coupled Inductor,2021,IEEE Transactions on Power Electronics,36,11,9431663,12819,12833,,,10.1109/TPEL.2021.3077584,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105845708&doi=10.1109%2fTPEL.2021.3077584&partnerID=40&md5=4a21e82aac86d78de8b0d264d1ae1cd3,"Application of coupled inductor in designing nonisolated bidirectional dc-dc converter provides flexibility to attain high voltage conversion ratio both in buck and boost mode of operation. In this article, a new coupled inductor bidirectional converter is designed with low winding turns ratio (n = 1). The proposed topology uses two current path inductor structure which improves voltage conversion ratio and shares current in all operating modes. All the active switches in the proposed topology are soft switched utilizing synchronous rectification concept. Higher efficiency operation is possible as no extra circuit elements are required to achieve soft switching. Leakage energy of coupled inductor is successfully stored in a clamped capacitor which is utilized in the circuit topology. The voltage stress and current stress level of main active switches are low. The proposed circuit is simulated and performance parameters are verified through hardware results. Both simulation and experimental results performed on a 250 W prototype confirm to attain a high efficiency of the proposed converter with simple hardware requirement for practical implementation. ? 1986-2012 IEEE.",Bidirectional dc-dc converter; coupled inductor,Electric inductors; HVDC power transmission; Topology; Bidirectional converter (BDC); Bidirectional DC-DC converters; Higher efficiency; Inductor structures; Leakage energies; Performance parameters; Synchronous rectification; Voltage conversion ratio; DC-DC converters,"Santra, S.; School of Electrical Engineering, India; 電子郵件: subhendu.santrafel@kiit.ac.in",English,Article,Final,,Scopus,2-s2.0-85105845708
"Chien C.-W., Chu S.-Y., Kao P.-C., Tsai C.-T., Huang W.-L.",57221701747;7403622009;8647486400;57202600964;57219175872;,Efficiency and color-temperature-stability improvements in exciplex-based phosphorescent organic light-emitting diodes with a quantum well structure,2021,Thin Solid Films,736,,138922,,,,,10.1016/j.tsf.2021.138922,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114787241&doi=10.1016%2fj.tsf.2021.138922&partnerID=40&md5=75b21c11c1a201c4ebc53c8233d31514,"Currently, exciplex has drawn a great deal of attention due to its potential for efficient electroluminescence and for use as a host. In this study, we used 4,4′,4""-Tris(carbazol-9-yl) triphenylamine (TCTA) and 1,3,5-Tri(m-pyridin-3-ylphenyl) benze nee (TmPyPB) to form an exciplex host, where Bis[2-(4,6-difluorophenyl)pyridinato-C2,N](picolinato)iridium(III)(FIrpic) was used as the dopant to emit blue phosphorescent light. Additional FIrpic and Bis(1phenylisoquinoline) (acetylacetonate) iridium(III) emission layers were inserted in the proposed structure to investigate how the recombination area of carriers shifts with the increase of voltage. TCTA and non-doped FIrpic layers were then inserted in both sides of the emission layer to confine the carriers, and the thickness of the emission layer was also optimized to improve the current efficiency of the proposed devices. The efficiency of the devices was increased from 56 cd/A to 63.6 cd/A with the additional quantum well structure and an emission layer thickness of 15 nm. The current efficiency reported in this paper was fairly high as compared with other published data on blue-emission exciplex-based organic light-emitting diodes. In addition, the device with the quantum well structure exhibited purer blue-light emission, and the color temperature stability was also highly improved. ? 2021 Elsevier B.V.",Blue-light emission; Exciplex host; OLED; Quantum well,Efficiency; Iridium compounds; Light; Phosphorescence; Quantum efficiency; Semiconductor quantum wells; Blue light emissions; Color temperatures; Current efficiency; Emission layers; Exciplex host; Exciplexes; Quantum well structures; Quantum-wells; Stability improvement; Temperature stability; Organic light emitting diodes (OLED),"Chu, S.-Y.; National Cheng Kung University, No.1, University Road, Taiwan; 電子郵件: chusy@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85114787241
"Huang C.-Y., Houng M.-P., Wei S., Yang C.-F.",57226485598;7006195033;57007554900;7407031078;,Depositions of In2xGa2-2xO3-based films and their application in the fabrication of a thin-film transistor,2021,Modern Physics Letters B,35,29,2141011,,,,,10.1142/S0217984921410116,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111663234&doi=10.1142%2fS0217984921410116&partnerID=40&md5=ab4ae1bb63a75151ae1ecc8df2cba4b3,"Compositions of 0.2In2O3 + 0.8Ga2O3 and 0.4In2O3 + 0.6Ga2O3 were mixed and sintered at 1250°C to fabricate In0.4Ga1.6O3 and In0.8Ga1.2O3 targets, and RF sputtering method was used to deposit In0.4Ga1.6O3 and In0.8Ga1.2O3 films by introducing pure Argon during the deposition process. After In0.4Ga1.6O3 and In0.8Ga1.2O3 films were deposited, we used the X-ray diffraction pattern to analyze their crystalline properties, the ultraviolet-visible-infrared spectrophotometry to measure their transmittance spectra in the wavelength range of 200-800 nm, an X-ray photoelectron spectroscopy to find their composition variation, and a Hall equipment to measure their electrical properties, including the carrier concentration, the mobility, and the resistivity. We found that the absorption edges of In2xGa2-2xO3 films were shifted to higher wavelength as x value increased from 0.2 to 0.4. We also found that the Hall parameters of In0.4Ga1.6O3 film could not be measured because of its high resistivity. Therefore, In0.8Ga1.2O3 film was used to fabricate thin-film transistor (TFT), and the electrical properties of the fabricated TFT were also well investigated. ? 2021 The Author(s).",In2xGa2-2xO3-based films; thin-film transistor; transmittance spectrum,,"Houng, M.-P.; Department of Electrical Engineering, Taiwan; 電子郵件: mphoung@eembox.ncku.edu.tw
Yang, C.-F.; Department of Chemical and Materials Engineering, Taiwan; 電子郵件: cfyang@nuk.edu.tw",English,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85111663234
"Ye C.-E., Tai C.-C., Huang Y.-P., Chen J.-J.",57203988079;7202900522;24764881600;57244378800;,Dispersed partial shading effect and reduced power loss in a PV array using a complementary SuDoKu puzzle topology,2021,Energy Conversion and Management,246,,114675,,,,1,10.1016/j.enconman.2021.114675,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114190412&doi=10.1016%2fj.enconman.2021.114675&partnerID=40&md5=1733fa73b8ad3f064dc59f565138d6da,"A complementary SuDoKu puzzle (CSDKP) topology for the circuit configuration of photovoltaic (PV) arrays under partial shading conditions (PSCs) is proposed in this research. Modified from the total-cross-tied (TCT) configuration, the connection and physical location of the modules in a PV array are rearranged based on the complementary SuDoKu puzzle patterns so as to distribute the PSC effects over the entire array. In addition, to mitigate the common corner-shading patterns in a PV array, which are typically caused by the direction of the sunlight or mutual module shadings, the proposed topology makes use of an especially-designed complementary diagonal circuit arrangement. For the purpose of validation, six PSC cases are considered, and the output of a PV array configured using the proposed CSDKP topology is evaluated and compared with four other topologies. The evaluation results demonstrated that the CSDKP offered the lowest averaged power loss (12.86%) and the highest averaged maximum-power improvement (14.6%) among the five topologies. The advantages of the proposed method include easy implementation with simple rules, simplification of the P-V curves, and a reduction in the cost of maximum power point tracking. In addition, two novel performance-evaluation indexes are proposed in this study for the performance comparison of the topologies. Based on the evaluation results, with respectively calculating the current differences and roughly estimating the group module power losses, the two proposed indexes approximately evaluated the power loss of a PV array with high correlation coefficients (r2 = 0.9655 and 0.9590). ? 2021 Elsevier Ltd",Circuit topology for PV array; Partial shading conditions (PSCs); Photovoltaic systems; Power loss evaluation; Sudoku puzzle,Maximum power point trackers; Photovoltaic effects; Topology; Circuit topology for photovoltaic array; Condition; Evaluation results; Partial shading; Partial shading condition; Photovoltaic arrays; Photovoltaic systems; Power loss evaluation; Powerloss; Sudoku puzzles; Photovoltaic cells,"Tai, C.-C.; Department of Electrical Engineering, 1 University Road, Taiwan; 電子郵件: ctai@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85114190412
"Kathiravan D., Huang B.-R., Saravanan A., Tzeng Y.",57191664471;7403681980;56511754100;7102151725;,Role of Nanodiamond Grains in the Exfoliation of WS2Nanosheets and Their Enhanced Hydrogen-Sensing Properties,2021,ACS Applied Materials and Interfaces,13,40,,48260,48269,,1,10.1021/acsami.1c14133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117162825&doi=10.1021%2facsami.1c14133&partnerID=40&md5=3f5751e90a9e8f9fdb879bb2012dc7f2,"Herein, for the first time, a combination of detonation nanodiamond (DND)-tungsten disulfide (WS2) was devised and studied for its selective H2-sensing properties at room temperature. DND-WS2 samples were prepared by a sonication-assisted (van der Waals interaction) liquid-phase exfoliation process in low-boiling solvents with DND as a surfactant. The samples were further hydrothermally treated in an autoclave under high pressure and temperature. The as-prepared samples were separated as two parts named DND-WS2 BH (before hydrothermal) and DND-WS2 AH (after hydrothermal). The exfoliated bilayer to few-layer DND-doped WS2 nanosheets were confirmed by ultraviolet-visible spectra, atomic force microscopy, and transmission electron microscopy studies. It was observed that the DND powder not only acted as a surfactant but also doped and expanded on WS2 nanosheets. The difference between samples BH and AH treatment was further investigated using Raman spectroscopy. The WS2 and DND-WS2 samples on SiO2/Si were fabricated using a sputtered Pd/Ag interdigitated electrode and utilized for H2 gas-sensing measurements. Surprisingly, the DND-WS2 exhibits an ultrahigh sensor response of 72.8% to H2 at 500 ppm when compared to only 9.9% for WS2 alone. Also, the DND-WS2 shows a fast response/recovery time, high selectivity, and stability toward H2 gas. It can be attributed to the correlation of the intergrain phase of DND nanoparticles and WS2 nanosheets, which contributes to the easy transportation of charge carriers when exposed to the air and H2 gas atmosphere. Moreover, it is believed that DND-induced WS2 exfoliation might inspire future synthesis of transition metal dichalcogenides induced by DND in green solvents. ? 2021 American Chemical Society.",detonation nanodiamond (DND); DND-doped WS2; low-boiling solvents; LPE process; WS2,Density functional theory; Detonation; Exfoliation (materials science); High resolution transmission electron microscopy; Hydrogen; Molybdenum compounds; Nanodiamonds; Nanosheets; Silicon; Solvents; Surface active agents; Transition metals; Tungsten compounds; Van der Waals forces; Boiling solvents; Detonation nanodiamond; Detonation nanodiamond-doped WS2; H2-sensing; Hydrogen sensing properties; Low-boiling solvent; LPE process; Sensing property; Sulfur compounds,"Huang, B.-R.; Graduate Institute of Electro-Optical Engineering, Taiwan; 電子郵件: huangbr@mail.ntust.edu.tw",English,Article,Final,,Scopus,2-s2.0-85117162825
"Bhooanusas N., Sou S.-I.",55929416000;55898483800;,Performance modeling of multipath mobile data offloading in cellular/WiFi networks with bandwidth uncertainty,2021,Computer Networks,197,,108351,,,,,10.1016/j.comnet.2021.108351,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111258218&doi=10.1016%2fj.comnet.2021.108351&partnerID=40&md5=71a8fd41f470bfdeb2d813948b66936d,"Mobile data offloading is one of the most effective approaches for improving the Quality of Service (QoS) of mobile users. Through this method, the mobile data traffic load over a cellular network is mitigated by offloading some of the traffic to an alternative path; usually a WiFi network. Most previous studies on WiFi offloading have assumed that the data traffic is offloaded to a path with constant bandwidth. However, in real-world applications, it is generally impossible to perform data transmission at a constant rate through WiFi over the entire offloading process, Hence, one of the most challenging issues in analyzing the performance of mobile data offloading is that of evaluating the effects of bandwidth uncertainty on the actual transmission rate. Accordingly, the present study proposes an analytical model for predicting the performance of multipath data offloading over WiFi network with bandwidth uncertainty. The theoretical results are validated by means of numerical simulations. The effectiveness of the proposed model is then further investigated by comparing the QoS metrics of the data offloading process with those obtained in a previous study on mobile data offloading under the assumption of a constant bandwidth. Overall, as the WiFi connection times are highly larger than the WiFi disconnection times, our model removes estimated errors in the baseline model by 8.7% and 6.7% in deadline miss ratio, by 23.2% and 14.9% in average offloading volume, when we consider two and three varying WiFi bandwidth respectively. The results show that the proposed method provides mobile operators with an effective framework for maintaining the QoS level of mobile data offloading in real-world networks characterized by WiFi bandwidth uncertainty. ? 2021 Elsevier B.V.",Bandwidth uncertainty; LTE; MPTCP; Performance modeling; WiFi offloading,Mobile telecommunication systems; Quality of service; Uncertainty analysis; Wi-Fi; Wireless local area networks (WLAN); Bandwidth uncertainty; LTE; Mobile data offloading; MPTCP; Multipath; Performance Modeling; Quality-of-service; Uncertainty; Wi Fi networks; Wi-Fi offloading; Bandwidth,"Sou, S.-I.; Department of Electrical Engineering, Taiwan; 電子郵件: sisou@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85111258218
"Hidayatullah M.R., Juang J.-C., Zheng Z.-S., Chang W.-H.",57317438400;7202725912;57347167200;57223103291;,Cooperative perception using cellular V2X in mixed traffic scenario,2021,"International Conference on Electrical, Computer, Communications and Mechatronics Engineering, ICECCME 2021",,,,,,,,10.1109/ICECCME52200.2021.9590869,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119448001&doi=10.1109%2fICECCME52200.2021.9590869&partnerID=40&md5=5a964dc5202d4a96f740e18884f6d902,"The ultimate goal of connected autonomous vehicles (CAVs) is to provide traffic accident-free, road capacity, and mobility service. The CAVs are supported by vehicle-to-everything (V2X) communication to achieve those goals. The 3rd Generation Partnership Project (3GPP) standardizes the V2X called cellular V2X (C-V2X). In the real application, the CAVs should deal with mixed traffic scenarios during its penetration in the highways. The term mixed traffic refers to the traffic that consisted of human driving and CAVs. This paper considers that human driving is an unconnected vehicle and has a jerky driving behavior. Hence, when the CAVs interacted with human driving vehicles, CAVs required large spacing between vehicles to provide safety and comfortable driving. It will sacrifice the road capacity where the spacing between vehicles is large. This paper proposes the cooperative perception strategy using C-V2X to mitigate the adverse effect of unconnected vehicles without sacrificing safety and comfortable driving. The errors during transmission such as propagation error, half-duplex error, packet sensing ratio error, and message collision are considered. The effectiveness of our cooperative strategy is demonstrated by a joint simulation of Matlab/Simulink and PreScan. ? 2021 IEEE.",Cellular V2X; Connected autonomous vehicles; Cooperative perception; Mixed traffic; Road capacity; Vehicle-to-everything,Accidents; Errors; MATLAB; Road vehicles; Roads and streets; Vehicle to Everything; Vehicle to vehicle communications; 3rd generation; Autonomous Vehicles; Cellular V2X; Cellulars; Connected autonomous vehicle; Cooperative perception; Human driving; Mixed traffic; Mobility service; Road capacity; Autonomous vehicles,,English,Conference Paper,Final,,Scopus,2-s2.0-85119448001
"Hsieh H.-P., Jiang J., Yang T.-H., Hu R., Wu C.-L.",36482807200;57221178629;57261666600;55899447500;57395778900;,Predicting the Success of Mediation Requests Using Case Properties and Textual Information for Reducing the Burden on the Court,2021,Digital Government: Research and Practice,2,4,30,,,,,10.1145/3469233,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127015607&doi=10.1145%2f3469233&partnerID=40&md5=195392c3f0c936d11d221b322612552b,"The success of mediation is affected by many factors, such as the context of the quarrel, the personality of both parties, and the negotiation skill of the mediator, which lead to uncertainty for the work of prediction. This article takes a different approach from that of previous legal prediction research. It analyzes and predicts whether two parties in a dispute can reach an agreement peacefully through the conciliation of mediation. With the inference result, we can know whether mediation is a more practical and time-saving method to solve the dispute. Existing works about legal case prediction mostly focus on prosecution or criminal cases. In this work, we propose a long short-term memory (LSTM)-based framework, called LSTMEnsembler, to predict mediation results by assembling multiple classifiers. Among these classifiers, some are powerful for modeling the numerical and categorical features of case information, for example, XGBoost and LightGBM. Some are effective for dealing with textual data, for example, TextCNN and BERT. The proposed LSTMEnsembler aims to not only combine the effectiveness of different classifiers intelligently but also to capture temporal dependencies from previous cases to boost the performance of mediation prediction. Our experimental results show that our proposed LSTMEnsembler can achieve 85.6% for F-measure on real-world mediation data. ? 2022 Association for Computing Machinery.",ensemble; long short-term memory; Mediation case prediction; textual mining,Brain; Classification (of information); Laws and legislation; Long short-term memory; Criminal case; Ensemble; Legal case; Mediation case prediction; Multiple-classifiers; Prediction research; Property; Textual information; Textual mining; Uncertainty; Forecasting,,English,Article,Final,,Scopus,2-s2.0-85127015607
"Su K.-H., Cheng M.-Y., Wu J.-C.",36854920700;56326622700;36161551500;,Analysis and Development of a Disturbance Compensation Approach for Performance Improvement in Speed Control [干擾量補償法於速度控制效能改善之分析與研發],2021,"Journal of the Chinese Society of Mechanical Engineers, Transactions of the Chinese Institute of Engineers, Series C/Chung-Kuo Chi Hsueh Kung Ch'eng Hsuebo Pao",42,5,,479,589,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121554491&partnerID=40&md5=afc772508b3852f787e479eb5398ef00,"In high-precision motion control applications, elimination of adverse effects caused by friction and disturbance is a key issue. In particular, when the system undergoes low-speed or reversal motions, the inherent friction force and/or external disturbances may degrade motion accuracy. Therefore, in order to achieve satisfactory motion accuracy, it is necessary to suppress the adverse effects due to friction and/or dis-turbance. In order to deal with the aforementioned problem often encountered in motion control applica-tions, this paper develops a disturbance compensation approach, which is called Nominal-plant-based Disturbance Compensator (NDC). The advantage of the proposed NDC is that it not only can accurately estimate external disturbance/load torque, but also has superior ability in external disturbance suppression and measurement noise reduction. To address the properties of the proposed approach, theoretical analy-sis of the transfer functions for different schemes are derived first. Subsequently, several experiments on load torque estimation, speed control, and contour are conducted to evaluate the performance of the proposed approach. Experimental results demonstrate the effec-tiveness of the proposed approach. ? 2021, Chinese Mechanical Engineering Society. All right reserved.",Disturbance compensation; Friction force; Load torque; Low-speed; Motion control,Motion control; Noise abatement; Torque measurement; Adverse effect; Disturbance compensation; Disturbance compensator; External disturbances; Friction force; High-precision motion; Load torques; Low speed; Motion accuracy; Performance; Friction,"Su, K.-H.; Department of Electrical Engineering, Taiwan",English,Article,Final,,Scopus,2-s2.0-85121554491
"Niu J.-S., Tsai L.-A., Shao W.-C., Tsai J.-H., Liu W.-C.",57205061940;57004326300;57298482900;7403610784;36072673600;,Comparative Study of AlGaN/AlN/GaN Metal-Oxide-Semiconductor High Electron Mobility Transistors with Ni/Au Gate Electrode,2021,ECS Journal of Solid State Science and Technology,10,10,105001,,,,,10.1149/2162-8777/ac2783,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117239893&doi=10.1149%2f2162-8777%2fac2783&partnerID=40&md5=5577fc05c21a026ddeabb56b35da6c71,"In this article, Al0.28Ga0.72N/AlN/GaN metal-oxide-semiconductor high electron mobility transistors (MOS-HEMTs) with Ni/Au gate metal electrode are demonstrated. NiO or Al2O3 gate oxide layer is employed as a gate dielectric layer effectively decreases the gate leakage current, enhances drain current density, and transconductance, simultaneously. As compared with the metal-semiconductor (MS) Schottky-gate device, excellent characteristics are achieved for the MOS-HEMT with NiO (Al2O3) gate oxide layer, which include maximum drain-to-source saturation current density of 626.5 (692.0) mA mm-1, maximum transconductance of 87.6 (94.2) mS mm-1, gate-to-drain leakage current of 1.47 10-7 (8.21 10-11) mA mm-1, threshold voltage of -3.48 (-3.45) V, gate voltage swing of 2.88 (3.08) V, respectively. Experimentally, the MOS-HEMT with an Al2O3 gate oxide layer shows good potential for signal amplification and circuit applications. ? 2021 The Electrochemical Society (""ECS""). Published on behalf of ECS by IOP Publishing Limited.",,Alumina; Aluminum gallium nitride; Aluminum oxide; Dielectric devices; Drain current; Electrodes; Electron mobility; Gallium nitride; Gate dielectrics; III-V semiconductors; Leakage currents; Metals; MOS devices; Nickel oxide; Oxide semiconductors; Refractory metal compounds; Threshold voltage; Transconductance; Wide band gap semiconductors; AlGaN/AlN/GaN; AlN/GaN; Comparatives studies; Drain current density; Gate dielectric layers; Gate electrodes; Gate metal electrodes; Gate oxide layers; Gate-leakage current; High electron-mobility transistors; High electron mobility transistors,"Tsai, J.-H.; Department of Electronic Engineering, Taiwan; 電子郵件: jhtsai@nknucc.nknu.edu.tw",English,Article,Final,,Scopus,2-s2.0-85117239893
"Hu C.-L., Cheng I.-C., Huang C.-H., Liao Y.-T., Lin W.-C., Tsai K.-J., Chi C.-H., Chen C.-W., Wu C.-H., Lin I.-T., Li C.-J., Lin C.-W.",56254504300;57295006700;56422697200;56477910700;55582385800;55424218700;56447874700;8083933000;57295120300;57222333809;57295661400;56148212600;,Dry wearable textile electrodes for portable electrical impedance tomography,2021,Sensors,21,20,6789,,,,1,10.3390/s21206789,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117062903&doi=10.3390%2fs21206789&partnerID=40&md5=34eaea2de98d32394a99e2151cffe201,"Electrical impedance tomography (EIT), a noninvasive and radiation-free medical imaging technique, has been used for continuous real-time regional lung aeration. However, adhesive electrodes could cause discomfort and increase the risk of skin injury during prolonged measurement. Additionally, the conductive gel between the electrodes and skin could evaporate in long-term usage and deteriorate the signal quality. To address these issues, in this work, textile electrodes integrated with a clothing belt are proposed to achieve EIT lung imaging along with a custom portable EIT system. The simulation and experimental results have verified the validity of the proposed portable EIT system. Furthermore, the imaging results of using the proposed textile electrodes were compared with commercial electrocardiogram electrodes to evaluate their performance. ? 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Belt; EIT; Portable electrical impedance tomography; Wearable textile electrode,Adhesives; Biological organs; Electric impedance measurement; Electric impedance tomography; Electrodes; Medical imaging; Risk assessment; Textiles; Wearable technology; 'Dry' [; Conductive gels; Electrical impe dance tomography (EIT); Medical imaging techniques; Portable electrical impedance tomography; Real- time; Signal quality; Skin injuries; Textile electrodes; Wearable textile electrode; Electric impedance; electrode; electronic device; impedance; textile; tomography; Electric Impedance; Electrodes; Textiles; Tomography; Wearable Electronic Devices,"Hu, C.-L.; Industrial Technology Research InstituteTaiwan; 電子郵件: hulong@itri.org.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85117062903
